Intercept__0,beta_rating__0,RT_sd
5.566106671267908,-0.7008388014485137,1.839079566705119
6.827502026960553,-2.3329502170043876,1.906112188752258
6.286220204320473,-2.5706039546766806,1.8832774586296033
7.005188304400463,-3.8010056499542118,1.8096961739287445
7.322446225667656,-3.1661952191912976,1.7050574736198738
6.688285650254048,-2.6453446132642364,1.9937968694536656
6.595591371820986,-2.555010313060059,1.994284967808107
7.152675532818451,-3.619589880591381,1.870089297113516
6.289881986193445,-1.558702564004422,1.7702862368100492
6.733488248449754,-2.1789827108296826,1.9237466370535827
6.857958531274441,-3.008628990137495,1.8474052258296056
5.633526222312401,-1.0460204386278593,1.7827258689514212
5.975571301251216,-1.0792650551756187,1.938393267833741
6.348041338983667,-1.7570792879777524,1.6338955517113587
6.136020839243969,-1.7028472740483103,1.9701689680978325
6.28551369263521,-2.1559689198499914,1.8541118470482867
6.411070800623795,-1.663815156302568,1.9229655780528394
6.1532546157709715,-1.2745974800733542,1.9416523158681211
5.891309038315659,-1.3236873660333486,1.9060586381253433
5.872200202111516,-1.0236115527288725,1.8542150050042865
5.911001704592229,-1.5860187026669523,1.9039331298469022
6.223804363477572,-1.7939835539516986,1.9172993327667325
6.238321996275965,-2.284381698045797,1.8153723907878418
7.002610151907736,-2.78841022367239,1.9066694535856434
7.244656376918737,-3.558137999537408,1.782706087043459
7.183323977596778,-3.7109588937242357,1.7829207202078436
7.160205878770476,-3.2485825902916368,1.9031143390852272
6.295306140732623,-2.1430440878990042,1.949621060983988
6.295306140732623,-2.1430440878990042,1.949621060983988
6.538009532410458,-1.986224959140515,1.9717952027043588
5.989731804793498,-1.8952409041285974,1.9266344475132617
6.908305322446712,-3.4566845398635486,1.9712577544657595
7.135374491685482,-3.7852159673788903,1.8470965877125156
6.250896288343669,-1.8681313275532436,1.9346778032754808
6.660827385411391,-2.48737789551897,1.9972631876500788
7.241098019206333,-2.8524756764491794,1.9489649123907653
5.564126181316143,0.2566878560942153,1.9916456551993502
5.374474694977015,0.1506674420201481,1.9901379772574987
4.949129325854071,0.22409672982046724,1.9977308491339367
4.52389416822803,0.7836405518015046,1.6411974115745325
6.866913507187213,-3.760715810699009,2.002143810505844
5.652268209585036,-0.3654469356631199,2.008304339906582
7.048680039994602,-3.3606596622167806,1.983890312777582
6.856369583658229,-3.069395607565363,1.9520410629764526
6.067167240614075,-1.7026185560884024,1.9801841340913888
5.6920072273331765,-1.6953032818209737,1.9812806973041817
5.6920072273331765,-1.6953032818209737,1.9812806973041817
6.479192259373263,-1.3680828445825273,1.9816247622317595
6.408083576149887,-1.2093580495457674,1.973047027424494
6.704645261300011,-3.523555428751405,1.9999575359468615
6.742080484132042,-1.9983418243451987,1.9961799538664982
6.612315876920872,-1.2383459440533044,1.8442272524329117
6.326725649689473,-2.101674307242642,1.9233077254055977
6.141255214268053,-2.0282443673557182,1.9649988637884324
5.851077389717344,-1.5482179450542402,1.9295469197260897
6.0773877016360505,-0.9533363559900255,1.9471577332075207
5.361917900873873,-0.7728877300706009,1.9885828264326728
5.947847204698873,-0.6842669063394953,1.9640091823454562
5.709904862916432,-1.4548074014792984,1.7993681888574709
5.662745770616283,-0.7900243761262795,1.8285079985977768
6.451778542615475,-1.9447454039811716,1.8501017674347064
5.661598514491085,-1.2628813650474293,1.8325278858811953
5.739856683185146,-0.5914446319479006,1.6193666311818558
4.693682729729894,1.2833150881673177,1.9726329540510632
4.556345871619699,0.7258206865373226,1.98195569312232
4.600022644891519,0.9709347970516816,2.000883625348632
4.845856723542948,0.7070642697507806,2.0044416401335847
5.343265575605813,-0.1878590319259782,2.0025887251507735
6.075890427509152,-2.1484448259830895,1.971993025284471
7.027210939143312,-2.9116691314134684,1.5679760352663403
7.060055513425167,-3.3548381510720087,1.8630240989786
6.708594196072203,-2.72905242327939,1.8483971436322275
6.681636159275366,-2.834231433842243,1.5230109336273163
6.509695969617869,-3.3353491003400357,1.6672874545756697
6.893193503938985,-3.1657275410911954,1.8953084215174696
5.997427578963036,-1.4878335312496889,1.8624984428945073
6.7069038658856135,-2.7089836839405943,1.7782157536023615
5.701920555921649,-0.8583800439029806,1.7502746082261853
6.254843475042926,-1.8884524201537847,1.8835949530149168
5.33027573295005,-0.45375636775792627,1.9849692514524506
6.454120634416921,-1.9527604524350366,1.9811651939238617
6.520441234104506,-2.8501110532262857,1.6160291286758008
6.520441234104506,-2.8501110532262857,1.6160291286758008
6.632014569940903,-2.580420411184117,1.6863579633774068
5.482072316386805,-0.518746110057468,1.941230680465748
6.302755486052806,-2.1195201302956668,1.7782570516854026
6.449411644811996,-1.5815175376343114,1.8956597446326209
6.850071187844165,-2.3918975256148225,2.007174046327014
6.84923068353582,-2.4171100980173215,2.0062757085645653
6.84923068353582,-2.4171100980173215,2.0062757085645653
7.211598136858467,-3.2843356136039032,2.0108067639792555
7.107868683226602,-3.5475339380721995,2.010894915849793
6.383910675684934,-1.5503774434590203,2.012626242299173
5.568761643334562,-0.8816152638990427,2.012338979417542
5.5889237606656375,-0.15964036252343333,2.0110007905460243
6.516313388069489,-2.090343770952951,2.0107875439300957
5.57750126869921,-0.2262534998308081,1.9854835270287319
5.16828895062389,-0.33922876995835605,1.9187897840137538
5.139218848995611,0.10805964544523372,1.7722903442014972
5.351520586295594,0.025989903741037393,1.6849757674130805
5.351520586295594,0.025989903741037393,1.6849757674130805
7.117560714310706,-3.1359404088486817,1.9853032429331807
6.723299130418924,-2.536815698273723,1.9754385728623025
5.4110698415410345,-0.14433985047711617,1.5691731165285776
7.016827063473646,-3.601425979295609,1.9692298039494742
7.089263462187594,-3.3803430169221405,1.9701620165653786
7.370559580726075,-3.926722675622868,1.9972281574009605
7.424315749590487,-3.8223201761487338,1.9996954432515017
6.4999478266603825,-2.487552421950664,1.6949321090456242
6.636949285796311,-1.8238860526941232,1.762931502512847
5.981389290607401,-1.7899615278698557,1.9394571932449842
6.552385255807269,-1.766595658955897,1.8101696417334294
6.287019669142441,-1.6379141594633821,1.8808483644832639
6.560719524202627,-2.292500087502895,1.8901263525056788
6.347824754320654,-2.1225901823495286,1.8837380902888647
6.535813211333234,-1.0963075390636188,1.9244595810045397
5.97094058889657,-1.7235144445199402,1.81221811681243
5.962042983772844,-1.8536133157630417,1.8079792940392267
6.9550964054939906,-3.223614956653792,1.9182091877759286
7.392983811228059,-3.681618889918475,1.9153192614745025
7.214210775810776,-3.5151682538662765,1.9163064940378816
7.110076239537841,-3.6271057910954725,1.948933112400435
5.531154801496584,-0.40407801987187175,1.8532089729011603
5.713010595012574,-1.1874280226059888,1.7746895766676594
5.936744681193803,-0.9563803885938252,1.6265964287112458
6.094785563626997,-1.35685152186349,1.6379674814479765
5.614028045690428,-0.9990512506284861,1.7611816804373184
6.6601097983643704,-2.2682798078641797,1.8620332281843162
6.425191345088391,-2.755128268837061,1.9008611456473699
6.06901615045281,-1.7986382165629062,1.9618868264078877
5.591327266818094,-0.5146635096868664,1.8820376644694945
5.362054619044847,-0.5356296120483406,1.8703627821145044
6.632438588724847,-2.9408371333443597,1.849407086663927
6.785880027094583,-2.3091261858994874,1.9096542051322443
6.75391209813671,-2.1623723147347507,1.916178695379743
6.520321244838593,-3.1112416359595456,1.95906591390483
6.440621809010189,-2.222294733453354,1.9405440996430947
6.32669420571852,-2.2321967122918718,1.7945226101931817
5.779787063739361,-0.9462162888158009,1.9005818663287772
5.853177670180655,-0.99075690690213,1.8200274927483284
5.233680916114728,0.03984472869857328,1.8354599139970498
5.2326427829827225,-0.9184940733255255,1.9277423047834712
5.81743939201362,0.20023204684808985,1.9583659835517027
5.6662395511194985,-1.3919685801009538,1.831999359945483
5.642888760864359,-1.6867229049856065,1.8901966665639922
5.834882091205443,-0.8731549914730248,1.9469719319646113
6.474943750709456,-2.736608099343737,1.8147208586329353
6.11812816892261,-1.6881413629740005,1.6342458608874784
6.11812816892261,-1.6881413629740005,1.6342458608874784
5.84889448543629,-1.0885670156985507,1.6469278967219452
