subject,trial,repeat,choice,rt,item_value_0,gaze_0,stimulus_0,item_value_1,gaze_1,stimulus_1,item_value_2,gaze_2,stimulus_2,item_value_3,gaze_3,stimulus_3,item_value_4,gaze_4,stimulus_4,item_value_5,gaze_5,stimulus_5,item_value_6,gaze_6,stimulus_6,item_value_7,gaze_7,stimulus_7,item_value_8,gaze_8,stimulus_8,setsize,rt_choice_indication,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,fixation_onset_0,gaze_corrected_0,fixation_onset_1,gaze_corrected_1,fixation_onset_2,gaze_corrected_2,fixation_onset_3,gaze_corrected_3,fixation_onset_4,gaze_corrected_4,fixation_onset_5,gaze_corrected_5,fixation_onset_6,gaze_corrected_6,fixation_onset_7,gaze_corrected_7,fixation_onset_8,gaze_corrected_8,v,gamma,zeta,s,tau
42.0,3.0,0.0,0.0,4746.0,6.0,0.25638246239586504,nr76.png,1.0,0.06901102339756651,nr120.png,1.0,0.038021167607715886,nr94.png,5.0,0.1757827954466317,nr8.png,3.0,0.09583417588794142,nr14.png,5.0,0.041406614038539916,nr18.png,7.0,0.040625357169888215,nr53.png,2.0,0.1039071635306756,nr69.png,3.0,0.06614641487917695,nr96.png,9,1424.203365,0.0,0.0,1.0,13.0,4.0,9.0,736.0,0.2835569046724885,456.0,0.07336724167075373,1506.0,0.04729562576092436,4152.0,0.38266038481061293,0.0,0.09583417588794142,1858.0,0.05462103882981155,4514.0,0.09854916428873088,2790.0,0.16319243740625072,2230.0,0.09321216399605968,0.000206,0.1,6.34,0.0053,1.99
42.0,11.0,0.0,1.0,7301.0,6.0,0.14369114410470982,nr15.png,6.0,0.1087277203166202,nr93.png,6.0,0.10169239723730948,nr99.png,3.0,0.0515923692482786,nr60.png,6.0,0.09614941541724648,nr55.png,2.0,0.07909408674012959,nr31.png,3.0,0.04626257903667957,nr14.png,3.0,0.10659580423198058,nr1.png,6.0,0.11618942661285885,nr88.png,9,1203.5331939999999,1.0,1.0,1.0,17.0,8.0,9.0,3035.0,0.21240949585134974,443.0,0.11411652411695145,1011.0,0.11397533158352192,3445.0,0.08153319763186005,0.0,0.09614941541724648,1419.0,0.0931899464288475,3747.0,0.07702912803798773,4255.0,0.1950750462715474,4697.0,0.232695548366192,0.000206,0.1,6.34,0.0053,1.99
42.0,12.0,0.0,7.0,3773.0,2.0,0.08826186123237507,nr51.png,3.0,0.052907670318566566,nr14.png,4.0,0.048951956649888696,nr85.png,3.0,0.04697409981554977,nr57.png,1.0,0.0979039132997774,nr121.png,5.0,0.1016123948641629,nr113.png,6.0,0.05612168767436735,nr20.png,7.0,0.20742773550129606,nr111.png,7.0,0.14500162916747333,nr27.png,9,1469.693665,1.0,1.0,0.0,16.0,7.0,9.0,936.0,0.09981038429980946,432.0,0.05589244625238818,1740.0,0.062366484135763976,3970.0,0.09224276503042143,0.0,0.0979039132997774,2214.0,0.13990145638575138,4424.0,0.12385541902872993,2902.0,0.3234658712848826,2592.0,0.2133672186524453,0.000206,0.1,6.34,0.0053,1.99
42.0,19.0,0.0,4.0,3822.0,5.0,0.0857559177698031,nr95.png,6.0,0.15633144015799508,nr55.png,3.0,0.09188134046764618,nr90.png,6.0,0.049269704308737804,nr93.png,7.0,0.17630564460748338,nr125.png,7.0,0.14274898113234305,nr9.png,6.0,0.043943249788874254,nr21.png,7.0,0.04634015432281285,nr92.png,1.0,0.037551504365038,nr56.png,9,998.857321,1.0,1.0,1.0,17.0,8.0,9.0,1023.0,0.09928028233112096,767.0,0.17411459330067694,1401.0,0.11295391838439388,3177.0,0.08539737590721741,0.0,0.17630564460748338,1715.0,0.18499708742794474,2801.0,0.07008324877357543,2403.0,0.06814595845401278,2065.0,0.05179362209605429,0.000206,0.1,6.34,0.0053,1.99
42.0,29.0,0.0,0.0,1809.0,2.0,0.062436419229405585,nr19.png,3.0,0.1844712386323347,nr107.png,3.0,0.132819291815281,nr4.png,5.0,0.05278715443940655,nr8.png,7.0,0.21327713204953772,nr52.png,5.0,0.053922362061759384,nr89.png,1.0,0.0627202211349938,nr120.png,4.0,0.0431378896494075,nr45.png,4.0,0.027528784842056103,nr49.png,9,907.0994300000001,1.0,1.0,1.0,17.0,8.0,9.0,994.0,0.07268919763294811,1250.0,0.22424738575817452,1592.0,0.17158038452722693,762.0,0.05918695235803595,0.0,0.21327713204953772,2100.0,0.07681160631845005,2938.0,0.10756432667176888,2582.0,0.06808252899037899,2340.0,0.041213731379173835,0.000206,0.1,6.34,0.0053,1.99
42.0,30.0,0.0,2.0,4857.0,3.0,0.0576754649997422,nr14.png,1.0,0.13170665888000832,nr72.png,7.0,0.13536517718223076,nr39.png,1.0,0.09038692276079002,nr94.png,7.0,0.14160617899190436,nr27.png,6.0,0.07618326346980872,nr112.png,4.0,0.08608278358170478,nr100.png,5.0,0.07230953820863201,nr95.png,1.0,0.04390221962666944,nr56.png,9,1715.4405380000005,1.0,1.0,0.0,12.0,3.0,9.0,699.0,0.06788780466638315,457.0,0.14607286371071862,3043.0,0.3922204689988044,1017.0,0.11571236468122205,0.0,0.14160617899190436,2633.0,0.1757966815593405,1529.0,0.12830012424891954,1983.0,0.1261408099770509,2385.0,0.09019804221718307,0.000206,0.1,6.34,0.0053,1.99
42.0,32.0,0.0,6.0,4672.0,7.0,0.043015807465482836,nr53.png,1.0,0.11008650726363703,nr72.png,3.0,0.20658907532764784,nr96.png,7.0,0.0314128593991355,nr52.png,7.0,0.058580737798387815,nr41.png,2.0,0.07329667193131616,nr69.png,7.0,0.2711127865258721,nr111.png,5.0,0.031695858132461036,nr74.png,7.0,0.043581804932133934,nr83.png,9,1307.269966,0.0,0.0,0.0,13.0,4.0,9.0,821.0,0.04866982922437822,987.0,0.12795696033629667,1257.0,0.25128354944304626,549.0,0.0340586420788014,0.0,0.058580737798387815,1887.0,0.09999672904521888,3131.0,0.4867676630082348,2855.0,0.05317924721157959,2469.0,0.06698317753445311,0.000206,0.1,6.34,0.0053,1.99
42.0,44.0,0.0,8.0,4153.0,5.0,0.05331396548144781,nr89.png,6.0,0.13691026335635798,nr76.png,3.0,0.07634559856943328,nr1.png,5.0,0.03540047307968135,nr109.png,1.0,0.09297955579964498,nr94.png,7.0,0.06781536409240163,nr54.png,4.0,0.06397675857773738,nr100.png,5.0,0.2443912177669568,nr18.png,3.0,0.06355024685388579,nr57.png,9,1771.218477,0.0,0.0,1.0,12.0,3.0,9.0,795.0,0.06419799077796941,1097.0,0.1787204183769497,1345.0,0.10705092179199913,581.0,0.04040696265800355,0.0,0.09297955579964498,1777.0,0.1091956893411084,2785.0,0.15754623867490214,2511.0,0.5261217929962042,2149.0,0.1173134647638149,0.000206,0.1,6.34,0.0053,1.99
42.0,50.0,0.0,3.0,8189.0,3.0,0.06543901657945575,nr63.png,3.0,0.05681527020851972,nr90.png,4.0,0.06797541257090753,nr45.png,6.0,0.1927660953503348,nr76.png,1.0,0.14711096750420286,nr120.png,6.0,0.05174247822561618,nr55.png,5.0,0.07406276295039177,nr89.png,5.0,0.07000452936406895,nr95.png,6.0,0.11109414442558767,nr81.png,9,1476.8849710000002,1.0,1.0,1.0,11.0,2.0,9.0,2862.0,0.2387557966807311,2588.0,0.16536222008158866,2266.0,0.15984711591988074,586.0,0.22641945391467316,0.0,0.14711096750420286,2020.0,0.10610620200133816,834.0,0.09393289865296864,1196.0,0.10048780142970813,1524.0,0.18109634966006452,0.000206,0.1,6.34,0.0053,1.99
42.0,54.0,0.0,7.0,6435.0,1.0,0.06104423597574039,nr102.png,5.0,0.04875611055205239,nr91.png,6.0,0.12268305866553017,nr3.png,1.0,0.07174679682862993,nr56.png,6.0,0.19224970420931226,nr112.png,6.0,0.06302619168923845,nr81.png,2.0,0.0768998816837249,nr51.png,7.0,0.13913329108756411,nr9.png,3.0,0.07452153482752723,nr4.png,9,1567.393357,0.0,0.0,0.0,12.0,3.0,9.0,644.0,0.06997580400504501,1028.0,0.061231783098668675,1328.0,0.1665087918981046,3356.0,0.2142618592209299,0.0,0.19224970420931226,1790.0,0.09768020518600692,2932.0,0.18357987616266488,2616.0,0.2889457961094401,2170.0,0.13075889394427695,0.000206,0.1,6.34,0.0053,1.99
