Intercept__0,column__0,rating_sd
0.5043606306326254,-0.3181361414309575,0.2443667316585862
0.4566520702332991,-0.22295614136906686,0.23471122809146272
0.4742444406410683,-0.6416116020674452,0.22129699982290615
0.4559084032561846,-0.1908611499269598,0.24106694046788799
0.5036751620601833,-0.17470198241794666,0.24172156113625887
0.49976085412096877,-0.07571172203141571,0.2503729957513593
0.507419742394836,-0.6307996379452401,0.2510211638754605
0.5144755509086021,-0.5372441779927734,0.24943612593874262
0.4509713852929848,-0.36998747790392505,0.23392320469245104
0.5117281147771298,0.0095048173458889,0.22906554231680293
0.49691935016151817,-0.16860073251782318,0.23346321754260568
0.4978873575259466,-0.2814241613167534,0.2386569452780101
0.5125617960356624,-0.49594718522753956,0.2325046357915168
0.4666920721387583,-0.2642598693162549,0.23219889335846702
0.4683300307633577,-0.12123666705684719,0.23456710773426526
0.5405864237641502,-0.4780124831786893,0.22495804379542983
0.5064500946550626,-0.3623213284183946,0.22550515073993996
0.5064500946550626,-0.3623213284183946,0.22550515073993996
0.4907487294438067,-0.32020907634056406,0.23448372244945015
0.5340064970695084,-0.3098235189452886,0.23762111117156892
0.5464653963414401,-0.07170769826376035,0.2370752356297044
0.42998046018159947,-0.6392989919931641,0.24761559750211148
0.5294904273194754,-0.4517908021843642,0.24793712963790007
0.5294904273194754,-0.4517908021843642,0.24793712963790007
0.438680173369106,-0.720645593209515,0.24644955695236975
0.5479807869976915,0.06367155425235854,0.2325048542879237
0.48309934556095674,-0.18229107801131855,0.24120894186177508
0.519656822944318,-0.13540106682690994,0.2409846747024619
0.4971883228931944,-0.42248601200116365,0.2533264625245391
0.46200705559629546,-0.6359770411196017,0.2518786560000406
0.4919006926721085,-0.8056319209680054,0.2521733516374907
0.4561720115528536,-0.7124797013036006,0.251805098984238
0.5152169313531949,-0.022510580122614372,0.2254614876105203
0.4937723346103733,0.04789236012434031,0.22610092796645792
0.518566104018139,-0.24355745273020496,0.2251913817487001
0.4577726130370554,-0.58233619663798,0.22842273298728571
0.46893751577639115,-1.1199142457995108,0.22517141143323327
0.47753497296155306,-0.73462008532781,0.22734835979049822
0.4495111432767067,-1.1272862088726836,0.2419898787089036
0.4819964031545926,-0.6279177829162697,0.2483423270488617
0.4805863686541973,-0.4779713254256344,0.2513410249358181
0.5005633554337579,-0.4700067543930554,0.20626183734050693
0.5005633554337579,-0.4700067543930554,0.20626183734050693
0.5025569901961453,-0.49719898029894544,0.21110565609702292
0.5358362282710625,-0.14385783355235182,0.21170160643600522
0.5169609090767195,-0.22368183986792256,0.21074569382403466
0.5196693383372422,-0.5761815026932747,0.21676474725505623
0.4049569901612712,-0.41970713947051475,0.24378242332910594
0.5707357538202564,-0.4452958091369229,0.2335647826927384
0.44080331456196464,-0.8323359134184047,0.22584437195953316
0.5344700925695408,0.014276265731007265,0.24267077150906835
0.4643641649757503,-0.1315414308385925,0.2435108913775871
0.49970953239597027,-0.7897868914802889,0.25200101992381047
0.4398907035378373,-0.686486762005662,0.252081676161223
0.4940357898701343,-0.07697627002976987,0.25204598651607263
0.4536634432052732,-0.6164248039738365,0.24614529862372203
0.5001129445407683,-0.45361453784758576,0.2481319132556816
0.4705083870186809,-0.4250895063661837,0.2513526945332077
0.5077254499120898,-0.43020086187194073,0.2428324066064958
0.48160377440179447,-0.047064210956633656,0.24247683790733948
0.5118623226776119,-0.08843325483537015,0.2429752307409879
0.48954096814943937,-0.22504059692462597,0.24142149665625928
0.43090795703117263,-0.50806797142011,0.22146098922347243
0.4854988994985166,-0.4077350614317252,0.21477868010220402
0.474432503887855,-0.39623821115292274,0.2075557750544127
0.5014715785801788,-0.41587275747465113,0.23043838918980428
0.4793925061914762,-0.23543958134179868,0.23604084187625796
0.47074714571666626,-0.43259961629616084,0.24607585218234748
0.5047815387493187,-0.43969207116626613,0.23341112093483432
0.5048077104854741,-0.1490339020563806,0.24067691459244836
0.4815416201770112,-0.537437699155884,0.24362000634202458
