setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,gaze_count,returning_gaze_count,seen_items_count,item_value_0,gaze_onset_0,cumulative_gaze_0,stimulus_0,item_value_1,gaze_onset_1,cumulative_gaze_1,stimulus_1,item_value_2,gaze_onset_2,cumulative_gaze_2,stimulus_2,item_value_3,gaze_onset_3,cumulative_gaze_3,stimulus_3,item_value_4,gaze_onset_4,cumulative_gaze_4,stimulus_4,item_value_5,gaze_onset_5,cumulative_gaze_5,stimulus_5,item_value_6,gaze_onset_6,cumulative_gaze_6,stimulus_6,item_value_7,gaze_onset_7,cumulative_gaze_7,stimulus_7,item_value_8,gaze_onset_8,cumulative_gaze_8,stimulus_8,item_value_9,gaze_onset_9,cumulative_gaze_9,stimulus_9,item_value_10,gaze_onset_10,cumulative_gaze_10,stimulus_10,item_value_11,gaze_onset_11,cumulative_gaze_11,stimulus_11,item_value_12,gaze_onset_12,cumulative_gaze_12,stimulus_12,item_value_13,gaze_onset_13,cumulative_gaze_13,stimulus_13,item_value_14,gaze_onset_14,cumulative_gaze_14,stimulus_14,item_value_15,gaze_onset_15,cumulative_gaze_15,stimulus_15,item_value_16,gaze_onset_16,cumulative_gaze_16,stimulus_16,item_value_17,gaze_onset_17,cumulative_gaze_17,stimulus_17,item_value_18,gaze_onset_18,cumulative_gaze_18,stimulus_18,item_value_19,gaze_onset_19,cumulative_gaze_19,stimulus_19,item_value_20,gaze_onset_20,cumulative_gaze_20,stimulus_20,item_value_21,gaze_onset_21,cumulative_gaze_21,stimulus_21,item_value_22,gaze_onset_22,cumulative_gaze_22,stimulus_22,item_value_23,gaze_onset_23,cumulative_gaze_23,stimulus_23,item_value_24,gaze_onset_24,cumulative_gaze_24,stimulus_24,seen_items_count_new
25,0,1,9695.528988,1613.3565119999994,16,1.0,1.0,0.0,28.0,12.0,16.0,0.0,2495.0,0.11201039173253204,nr81.png,0.0,2865.0,0.02619764226525151,nr42.png,-1.0,2245.0,0.02083434542354648,nr101.png,0.0,8517.0,0.03279862299350386,nr50.png,1.0,1989.0,0.04765082963207165,nr46.png,-2.0,3917.0,0.034036306880051166,nr56.png,0.0,5443.0,0.04950735546189262,nr14.png,-2.0,9695.0,0.0,nr30.png,0.0,9695.0,0.0,nr55.png,0.0,1725.0,0.057346020076692275,nr99.png,0.0,4849.0,0.020009222832514932,nr29.png,0.0,9695.0,0.0,nr7.png,0.0,77.0,0.1408896824186361,nr41.png,0.0,9695.0,0.0,nr74.png,0.0,9695.0,0.0,nr18.png,1.0,1011.0,0.04084356825606141,nr97.png,1.0,787.0,0.10932874331167954,nr96.png,0.0,9695.0,0.0,nr106.png,-1.0,7115.0,0.030323255220409236,nr125.png,0.0,6461.0,0.028054168095072482,nr62.png,-1.0,9695.0,0.0,nr102.png,0.0,9695.0,0.0,nr57.png,-1.0,9695.0,0.0,nr19.png,0.0,6909.0,0.04765082963207165,nr113.png,0.0,6201.0,0.022484590605609558,nr92.png,16.0
25,0,5,10814.398396999999,1436.620134,18,1.0,1.0,1.0,32.0,10.0,22.0,-1.0,1741.0,0.026631162402884427,nr52.png,0.0,1419.0,0.046419595577249936,nr92.png,0.0,1183.0,0.05104306127219516,nr4.png,0.0,5791.0,0.01534990610721811,nr50.png,0.0,5237.0,0.027001039658480046,nr107.png,2.0,10814.0,0.0,nr63.png,0.0,6667.0,0.030144996331042787,nr58.png,-1.0,961.0,0.016829415129600574,nr3.png,-1.0,4681.0,0.02792573279746909,nr80.png,0.0,5045.0,0.014425212968229063,nr60.png,1.0,2223.0,0.03920698909313541,nr88.png,0.0,443.0,0.02367214435811949,nr93.png,1.0,75.0,0.02977511907544717,nr9.png,0.0,3967.0,0.02367214435811949,nr57.png,0.0,4445.0,0.017384231012993998,nr113.png,0.0,2555.0,0.015719783362813725,nr55.png,0.0,10814.0,0.0,nr54.png,0.0,2969.0,0.019048678663174282,nr89.png,2.0,8499.0,0.12908716220287034,nr111.png,0.0,4267.0,0.014610151596026875,nr90.png,0.0,2751.0,0.04198106851010253,nr18.png,1.0,7755.0,0.01886374003537647,nr49.png,-1.0,3591.0,0.034028707514796766,nr84.png,0.0,3223.0,0.08969523448193714,nr62.png,1.0,10814.0,0.0,nr27.png,22.0
25,0,11,8227.681831,1228.6981159999998,9,1.0,1.0,0.0,23.0,3.0,20.0,2.0,2492.0,0.02698208372175445,nr10.png,-2.0,2286.0,0.047644039724899764,nr56.png,2.0,3288.0,0.05274875826685331,nr100.png,0.0,4072.0,0.030142147581059032,nr99.png,0.0,4554.0,0.007292455059933638,nr120.png,0.0,3002.0,0.028197492898410063,nr124.png,-2.0,8227.0,0.0,nr21.png,-1.0,1482.0,0.08775254255453477,nr112.png,-1.0,482.0,0.06465976819807825,nr80.png,3.0,4658.0,0.07948776015327665,nr75.png,0.0,2766.0,0.024308183533112124,nr93.png,0.0,8227.0,0.0,nr79.png,2.0,74.0,0.044727057700926304,nr15.png,0.0,8227.0,0.0,nr107.png,1.0,5640.0,0.03792076631165491,nr20.png,-1.0,7302.0,0.016286482967185118,nr52.png,2.0,7106.0,0.018717301320496336,nr39.png,1.0,6864.0,0.024065101697781,nr114.png,1.0,6560.0,0.031357556757714636,nr46.png,1.0,6290.0,0.02771132922774782,nr83.png,1.0,7654.0,0.013369500943211668,nr95.png,-1.0,7806.0,0.021148119673807548,nr19.png,-3.0,8022.0,0.020905037838476425,nr94.png,1.0,8227.0,0.0,nr97.png,-1.0,8227.0,0.0,nr125.png,20.0
25,0,20,8074.342782999999,1275.844691,15,1.0,1.0,0.0,21.0,5.0,16.0,0.0,2698.0,0.029723781420985036,nr12.png,1.0,2468.0,0.023283628779771613,nr83.png,0.0,8074.0,0.0,nr91.png,1.0,8074.0,0.0,nr46.png,0.0,6092.0,0.01857736338811565,nr74.png,0.0,2974.0,0.04359487941744472,nr50.png,0.0,8074.0,0.0,nr65.png,0.0,1750.0,0.02774219599291937,nr1.png,2.0,2020.0,0.04904423934462531,nr100.png,0.0,5912.0,0.01857736338811565,nr120.png,-1.0,8074.0,0.0,nr101.png,0.0,464.0,0.03913631220429697,nr113.png,1.0,76.0,0.09907927140328346,nr11.png,0.0,1196.0,0.018825061566623856,nr29.png,-1.0,8074.0,0.0,nr52.png,3.0,3384.0,0.06539231912616708,nr75.png,0.0,3968.0,0.02179743970872236,nr109.png,1.0,8074.0,0.0,nr31.png,0.0,5354.0,0.03269615956308354,nr4.png,0.0,5160.0,0.04681495573805144,nr89.png,1.0,8074.0,0.0,nr97.png,1.0,8074.0,0.0,nr88.png,0.0,4460.0,0.19791084462805872,nr8.png,1.0,8074.0,0.0,nr20.png,-1.0,4722.0,0.048548842987608885,nr80.png,16.0
25,0,24,11851.536104,1264.19206,14,1.0,1.0,1.0,36.0,12.0,24.0,0.0,4776.0,0.018394240045087745,nr45.png,1.0,4512.0,0.018900503532567225,nr31.png,0.0,11851.0,0.0,nr60.png,0.0,1058.0,0.0121503236995075,nr51.png,0.0,1244.0,0.023963138407362014,nr28.png,0.0,3688.0,0.010631533237069064,nr55.png,1.0,4092.0,0.03138833622372771,nr44.png,0.0,7644.0,0.022950611432403057,nr57.png,1.0,10880.0,0.02446940189484149,nr114.png,0.0,872.0,0.0462387318564591,nr50.png,0.0,3854.0,0.016369186095169828,nr79.png,-1.0,5046.0,0.03611346210686952,nr19.png,0.0,76.0,0.05552022912691622,nr92.png,0.0,526.0,0.044044923410714684,nr8.png,2.0,8942.0,0.07695205009688083,nr100.png,1.0,3380.0,0.007762706808018681,nr46.png,0.0,5542.0,0.04016357000670535,nr7.png,0.0,6944.0,0.030207054752942258,nr69.png,-2.0,8760.0,0.03003830025711577,nr56.png,0.0,1810.0,0.06176414547249647,nr12.png,0.0,6076.0,0.030882072736248236,nr4.png,-1.0,3194.0,0.02548192886980045,nr84.png,0.0,2960.0,0.01856299454091424,nr14.png,2.0,8254.0,0.02109431197831164,nr10.png,1.0,2370.0,0.03307588118199264,nr97.png,24.0
25,0,29,6110.436618,1241.228447,14,1.0,1.0,0.0,17.0,6.0,11.0,0.0,6110.0,0.0,nr55.png,0.0,6110.0,0.0,nr91.png,1.0,6110.0,0.0,nr11.png,0.0,2561.0,0.04255015087368672,nr89.png,0.0,2337.0,0.029457796758706183,nr107.png,2.0,3589.0,0.03796782693344354,nr39.png,0.0,6110.0,0.0,nr8.png,-1.0,6110.0,0.0,nr84.png,1.0,6110.0,0.0,nr114.png,-1.0,1975.0,0.053024034165671134,nr80.png,0.0,3865.0,0.045495930549557334,nr60.png,1.0,467.0,0.12765045262106015,nr46.png,0.0,75.0,0.09622880274510688,nr12.png,2.0,877.0,0.06218868204615751,nr100.png,3.0,1579.0,0.07609930829332433,nr75.png,1.0,6110.0,0.0,nr49.png,1.0,6110.0,0.0,nr97.png,1.0,6110.0,0.0,nr85.png,2.0,5183.0,0.06087944663465946,nr15.png,0.0,6110.0,0.0,nr124.png,0.0,6110.0,0.0,nr76.png,1.0,6110.0,0.0,nr88.png,1.0,6110.0,0.0,nr83.png,-1.0,4677.0,0.06971678566227131,nr72.png,1.0,6110.0,0.0,nr31.png,11.0
25,0,30,8574.743779,1198.650343,19,1.0,1.0,0.0,31.0,10.0,21.0,0.0,2523.0,0.02355755521170308,nr91.png,1.0,2779.0,0.015160802859016831,nr85.png,1.0,2947.0,0.03125457820166547,nr44.png,0.0,3259.0,0.03102133508075752,nr55.png,0.0,8574.0,0.0,nr92.png,-1.0,2301.0,0.022624582728071274,nr19.png,-2.0,8574.0,0.0,nr30.png,0.0,8574.0,0.0,nr124.png,0.0,3861.0,0.016093775342648636,nr51.png,0.0,3587.0,0.027056202025322343,nr50.png,0.0,8574.0,0.0,nr107.png,0.0,5289.0,0.0473483535443141,nr106.png,0.0,77.0,0.10286021632040653,nr42.png,0.0,7225.0,0.02122512400262357,nr76.png,0.0,4047.0,0.02472377081624284,nr74.png,2.0,1891.0,0.0368524131034563,nr100.png,1.0,5411.0,0.04035105991707557,nr2.png,1.0,579.0,0.042916734247063035,nr49.png,-1.0,6681.0,0.027289445146230298,nr52.png,2.0,4299.0,0.0928307621213646,nr111.png,0.0,1619.0,0.024024041453518986,nr69.png,0.0,1359.0,0.02588998642078259,nr79.png,0.0,1101.0,0.037435520905726175,nr109.png,-1.0,785.0,0.06227591328242299,nr72.png,0.0,7459.0,0.03661916998254835,nr41.png,21.0
25,0,33,8529.509155,1457.147293,23,1.0,1.0,0.0,24.0,5.0,19.0,0.0,7430.0,0.027199689429256498,nr53.png,-2.0,7166.0,0.026496249185396413,nr30.png,0.0,1052.0,0.03306169146142384,nr42.png,2.0,1230.0,0.06049586097196704,nr15.png,-1.0,814.0,0.005158561788307266,nr102.png,0.0,1812.0,0.017820486177788742,nr69.png,1.0,1544.0,0.026730729266683108,nr98.png,0.0,6504.0,0.016413605690068576,nr124.png,1.0,8529.0,0.0,nr88.png,1.0,8529.0,0.0,nr46.png,0.0,2002.0,0.017351526015215352,nr54.png,1.0,2194.0,0.07315778536144851,nr11.png,-2.0,76.0,0.07667498658074892,nr21.png,0.0,8529.0,0.0,nr29.png,0.0,8529.0,0.0,nr92.png,0.0,8222.0,0.03364789166464058,nr76.png,1.0,8529.0,0.0,nr9.png,0.0,8529.0,0.0,nr93.png,0.0,5590.0,0.02251008780352261,nr41.png,0.0,5436.0,0.0154756853649218,nr99.png,0.0,4598.0,0.08793003048251022,nr28.png,0.0,4390.0,0.020399767071942368,nr89.png,1.0,3322.0,0.07057850446729487,nr2.png,2.0,3762.0,0.03704785284329764,nr111.png,0.0,5000.0,0.043613295119325074,nr109.png,19.0
25,0,38,10105.244197000002,1411.9024029999994,4,1.0,1.0,1.0,30.0,13.0,17.0,1.0,3071.0,0.010489603015379757,nr88.png,0.0,10105.0,0.0,nr74.png,1.0,3605.0,0.014843777851952485,nr49.png,0.0,10105.0,0.0,nr121.png,2.0,965.0,0.10925020499037028,nr100.png,0.0,2805.0,0.01207293931958802,nr48.png,0.0,2635.0,0.014052109699848351,nr55.png,0.0,10105.0,0.0,nr45.png,1.0,499.0,0.08668766265540251,nr96.png,-1.0,2059.0,0.042354246137571085,nr72.png,1.0,10105.0,0.0,nr85.png,0.0,10105.0,0.0,nr42.png,0.0,77.0,0.0370104861108682,nr53.png,1.0,10105.0,0.0,nr31.png,0.0,10105.0,0.0,nr124.png,0.0,1717.0,0.05185426396282068,nr62.png,-1.0,1563.0,0.01266669043366612,nr3.png,1.0,1321.0,0.05620843879939341,nr44.png,0.0,10105.0,0.0,nr120.png,0.0,4783.0,0.06650012477674712,nr7.png,1.0,6295.0,0.030281306817983068,nr98.png,-2.0,6087.0,0.03443756461652976,nr56.png,2.0,5843.0,0.04136466094744092,nr39.png,-2.0,5245.0,0.0381979883390244,nr30.png,-1.0,5479.0,0.0979689338228864,nr112.png,17.0
25,0,46,4623.012823,1536.356888,14,1.0,1.0,1.0,9.0,0.0,9.0,1.0,4623.0,0.0,nr31.png,0.0,4623.0,0.0,nr28.png,-1.0,4623.0,0.0,nr3.png,2.0,1255.0,0.037637793071723866,nr111.png,-1.0,4623.0,0.0,nr84.png,0.0,4623.0,0.0,nr53.png,0.0,4623.0,0.0,nr79.png,0.0,4623.0,0.0,nr109.png,0.0,645.0,0.04239659449458552,nr54.png,0.0,4623.0,0.0,nr90.png,0.0,4623.0,0.0,nr55.png,0.0,4247.0,0.049318487473293336,nr107.png,1.0,75.0,0.07527558614344773,nr46.png,0.0,1479.0,0.0726798762764323,nr99.png,3.0,2051.0,0.07830391432163243,nr75.png,0.0,4623.0,0.0,nr57.png,0.0,4623.0,0.0,nr92.png,0.0,4623.0,0.0,nr41.png,0.0,4623.0,0.0,nr48.png,0.0,2453.0,0.04975110578446258,nr81.png,1.0,3299.0,0.06792107485357066,nr11.png,0.0,2949.0,0.06272965511953978,nr120.png,-1.0,4623.0,0.0,nr101.png,0.0,4623.0,0.0,nr121.png,1.0,4623.0,0.0,nr83.png,9.0
