setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,item_value_0,fixation_onset_0,gaze_0,gaze_corrected_0,stimulus_0,item_value_1,fixation_onset_1,gaze_1,gaze_corrected_1,stimulus_1,item_value_2,fixation_onset_2,gaze_2,gaze_corrected_2,stimulus_2,item_value_3,fixation_onset_3,gaze_3,gaze_corrected_3,stimulus_3,item_value_4,fixation_onset_4,gaze_4,gaze_corrected_4,stimulus_4,item_value_5,fixation_onset_5,gaze_5,gaze_corrected_5,stimulus_5,item_value_6,fixation_onset_6,gaze_6,gaze_corrected_6,stimulus_6,item_value_7,fixation_onset_7,gaze_7,gaze_corrected_7,stimulus_7,item_value_8,fixation_onset_8,gaze_8,gaze_corrected_8,stimulus_8,item_value_9,fixation_onset_9,gaze_9,gaze_corrected_9,stimulus_9,item_value_10,fixation_onset_10,gaze_10,gaze_corrected_10,stimulus_10,item_value_11,fixation_onset_11,gaze_11,gaze_corrected_11,stimulus_11,item_value_12,fixation_onset_12,gaze_12,gaze_corrected_12,stimulus_12,item_value_13,fixation_onset_13,gaze_13,gaze_corrected_13,stimulus_13,item_value_14,fixation_onset_14,gaze_14,gaze_corrected_14,stimulus_14,item_value_15,fixation_onset_15,gaze_15,gaze_corrected_15,stimulus_15,item_value_16,fixation_onset_16,gaze_16,gaze_corrected_16,stimulus_16,item_value_17,fixation_onset_17,gaze_17,gaze_corrected_17,stimulus_17,item_value_18,fixation_onset_18,gaze_18,gaze_corrected_18,stimulus_18,item_value_19,fixation_onset_19,gaze_19,gaze_corrected_19,stimulus_19,item_value_20,fixation_onset_20,gaze_20,gaze_corrected_20,stimulus_20,item_value_21,fixation_onset_21,gaze_21,gaze_corrected_21,stimulus_21,item_value_22,fixation_onset_22,gaze_22,gaze_corrected_22,stimulus_22,item_value_23,fixation_onset_23,gaze_23,gaze_corrected_23,stimulus_23,item_value_24,fixation_onset_24,gaze_24,gaze_corrected_24,stimulus_24
25,0,1,9695.528988,1613.356512,16,1.0,1.0,0.0,28.0,12.0,16.0,0.0,2495.0,0.11201039173253205,0.15082225233866386,nr81.png,0.0,2865.0,0.02619764226525151,0.03718599254116803,nr42.png,-1.0,2245.0,0.020834345423546476,0.027112168857452407,nr101.png,0.0,8517.0,0.03279862299350386,0.2698278983698617,nr50.png,1.0,1989.0,0.047650829632071644,0.05994916787043687,nr46.png,-2.0,3917.0,0.03403630688005117,0.05710795960101533,nr56.png,0.0,5443.0,0.04950735546189262,0.11287401011362606,nr14.png,-2.0,9695.528988,0.0,0.0,nr30.png,0.0,9695.528988,0.0,0.0,nr55.png,0.0,1725.0,0.05734602007669228,0.06975697608491026,nr99.png,0.0,4849.0,0.020009222832514932,0.040028647405255136,nr29.png,0.0,9695.528988,0.0,0.0,nr7.png,0.0,0.0,0.1408896824186361,0.1408896824186361,nr41.png,0.0,9695.528988,0.0,0.0,nr74.png,0.0,9695.528988,0.0,0.0,nr18.png,1.0,1011.0,0.04084356825606141,0.045598327847967336,nr97.png,1.0,787.0,0.10932874331167954,0.11898709668317241,nr96.png,0.0,9695.528988,0.0,0.0,nr106.png,-1.0,7115.0,0.03032325522040923,0.11393012880969815,nr125.png,0.0,6461.0,0.028054168095072482,0.08409261472353823,nr62.png,-1.0,9695.528988,0.0,0.0,nr102.png,0.0,9695.528988,0.0,0.0,nr57.png,-1.0,9695.528988,0.0,0.0,nr19.png,0.0,6909.0,0.047650829632071644,0.1657976651201448,nr113.png,0.0,6201.0,0.022484590605609565,0.06238322839747466,nr92.png
25,0,5,10814.398396999999,1436.620134,18,1.0,1.0,1.0,32.0,10.0,22.0,-1.0,1741.0,0.026631162402884427,0.031741139030688155,nr52.png,0.0,1419.0,0.04641959557724994,0.05343041122772306,nr92.png,0.0,1183.0,0.051043061272195156,0.05731254977178991,nr4.png,0.0,5791.0,0.015349906107218108,0.033045358317416375,nr50.png,0.0,5237.0,0.027001039658480046,0.052354158554831325,nr107.png,2.0,10814.398396999999,0.0,0.0,nr63.png,0.0,6667.0,0.03014499633104279,0.07860349279100136,nr58.png,-1.0,961.0,0.016829415129600577,0.018470784664041635,nr3.png,-1.0,4681.0,0.02792573279746909,0.04923860810145903,nr80.png,0.0,5045.0,0.014425212968229064,0.027039214362647876,nr60.png,1.0,2223.0,0.03920698909313541,0.049351686466786955,nr88.png,0.0,443.0,0.02367214435811949,0.02468326740529511,nr93.png,1.0,0.0,0.029775119075447172,0.029775119075447172,nr9.png,0.0,3967.0,0.02367214435811949,0.03738646200462929,nr57.png,0.0,4445.0,0.017384231012994,0.029516131396106173,nr113.png,0.0,2555.0,0.015719783362813725,0.020582612900928457,nr55.png,0.0,10814.398396999999,0.0,0.0,nr54.png,0.0,2969.0,0.01904867866317428,0.026257430097975945,nr89.png,2.0,8499.0,0.12908716220287036,0.602919999343854,nr111.png,0.0,4267.0,0.014610151596026874,0.0241317223146823,nr90.png,0.0,2751.0,0.04198106851010253,0.056303803638043166,nr18.png,1.0,7755.0,0.01886374003537647,0.06667977606317614,nr49.png,-1.0,3591.0,0.034028707514796766,0.050945549417963254,nr84.png,0.0,3223.0,0.08969523448193714,0.1277761947500119,nr62.png,1.0,10814.398396999999,0.0,0.0,nr27.png
25,0,11,8227.681831,1228.6981159999998,9,1.0,1.0,0.0,23.0,3.0,20.0,2.0,2492.0,0.026982083721754455,0.038705075794152784,nr10.png,-2.0,2286.0,0.047644039724899764,0.06597458617773638,nr56.png,2.0,3288.0,0.05274875826685331,0.08785990977725383,nr100.png,0.0,4072.0,0.030142147581059032,0.05967733096167342,nr99.png,0.0,4554.0,0.007292455059933637,0.01633238880234427,nr120.png,0.0,3002.0,0.028197492898410063,0.044396120449530674,nr124.png,-2.0,8227.681831,0.0,0.0,nr21.png,-1.0,1482.0,0.08775254255453477,0.10703143404748584,nr112.png,-1.0,482.0,0.06465976819807825,0.06868343053684618,nr80.png,3.0,4658.0,0.07948776015327665,0.1832096054949498,nr75.png,0.0,2766.0,0.024308183533112124,0.036618757040151724,nr93.png,0.0,8227.681831,0.0,0.0,nr79.png,2.0,0.0,0.044727057700926304,0.044727057700926304,nr15.png,0.0,8227.681831,0.0,0.0,nr107.png,1.0,5640.0,0.03792076631165491,0.12057123726042811,nr20.png,-1.0,7302.0,0.01628648296718512,0.1447581615113282,nr52.png,2.0,7106.0,0.018717301320496336,0.13729383479690152,nr39.png,1.0,6864.0,0.024065101697781,0.14519515879653896,nr114.png,1.0,6560.0,0.031357556757714636,0.15470576893273116,nr46.png,1.0,6290.0,0.02771132922774782,0.11766637657036483,nr83.png,1.0,7654.0,0.013369500943211668,0.19174391458111217,nr95.png,-1.0,7806.0,0.021148119673807548,0.41263338187316884,nr19.png,-3.0,8022.0,0.020905037838476425,0.8362430418076164,nr94.png,1.0,8227.681831,0.0,0.0,nr97.png,-1.0,8227.681831,0.0,0.0,nr125.png
25,0,20,8074.342782999999,1275.844691,15,1.0,1.0,0.0,21.0,5.0,16.0,0.0,2698.0,0.029723781420985036,0.04464001081904231,nr12.png,1.0,2468.0,0.023283628779771613,0.03353344725371924,nr83.png,0.0,8074.342782999999,0.0,0.0,nr91.png,1.0,8074.342782999999,0.0,0.0,nr46.png,0.0,6092.0,0.01857736338811565,0.07566804353230773,nr74.png,0.0,2974.0,0.04359487941744472,0.0690149691846702,nr50.png,0.0,8074.342782999999,0.0,0.0,nr65.png,0.0,1750.0,0.02774219599291937,0.035418700042970146,nr1.png,2.0,2020.0,0.04904423934462531,0.06540759487750333,nr100.png,0.0,5912.0,0.01857736338811565,0.06936920509517573,nr120.png,-1.0,8074.342782999999,0.0,0.0,nr101.png,0.0,464.0,0.03913631220429697,0.04152243979152707,nr113.png,1.0,0.0,0.09907927140328346,0.09907927140328346,nr11.png,0.0,1196.0,0.018825061566623856,0.022098346185315438,nr29.png,-1.0,8074.342782999999,0.0,0.0,nr52.png,3.0,3384.0,0.06539231912616708,0.11257172970677527,nr75.png,0.0,3968.0,0.02179743970872236,0.042860523171282465,nr109.png,1.0,8074.342782999999,0.0,0.0,nr31.png,0.0,5354.0,0.03269615956308354,0.09704659341087166,nr4.png,0.0,5160.0,0.04681495573805144,0.1297033424499537,nr89.png,1.0,8074.342782999999,0.0,0.0,nr97.png,1.0,8074.342782999999,0.0,0.0,nr88.png,0.0,4460.0,0.19791084462805872,0.44212740626488617,nr8.png,1.0,8074.342782999999,0.0,0.0,nr20.png,-1.0,4722.0,0.04854884298760889,0.11693314955375794,nr80.png
25,0,24,11851.536104,1264.19206,14,1.0,1.0,1.0,36.0,12.0,24.0,0.0,4776.0,0.018394240045087745,0.0308103862090052,nr45.png,1.0,4512.0,0.018900503532567222,0.030519640046176955,nr31.png,0.0,11851.536104,0.0,0.0,nr60.png,0.0,1058.0,0.0121503236995075,0.013341318230884011,nr51.png,0.0,1244.0,0.023963138407362014,0.026773418182654718,nr28.png,0.0,3688.0,0.010631533237069063,0.015434487995742683,nr55.png,1.0,4092.0,0.03138833622372771,0.04794101026325993,nr44.png,0.0,7644.0,0.022950611432403057,0.06464590992847721,nr57.png,1.0,10880.0,0.024469401894841494,0.2984963696212774,nr114.png,0.0,872.0,0.0462387318564591,0.049911034019038,nr50.png,0.0,3854.0,0.016369186095169828,0.024257470985716477,nr79.png,-1.0,5046.0,0.03611346210686952,0.06288997566972572,nr19.png,0.0,0.0,0.05552022912691622,0.05552022912691622,nr92.png,0.0,526.0,0.04404492341071469,0.04609053339343802,nr8.png,2.0,8942.0,0.07695205009688084,0.31345203063340293,nr100.png,1.0,3380.0,0.007762706808018681,0.010859895876092696,nr46.png,0.0,5542.0,0.04016357000670535,0.07544136243205495,nr7.png,0.0,6944.0,0.030207054752942258,0.07294903031038404,nr69.png,-2.0,8760.0,0.030038300257115767,0.11515311095328548,nr56.png,0.0,1810.0,0.061764145472496465,0.07289721337638881,nr12.png,0.0,6076.0,0.030882072736248233,0.063370740552815,nr4.png,-1.0,3194.0,0.02548192886980045,0.034882903908476724,nr84.png,0.0,2960.0,0.018562994540914236,0.024742631354893723,nr14.png,2.0,8254.0,0.021094311978311634,0.06949200585423783,nr10.png,1.0,2370.0,0.03307588118199264,0.04134351182132038,nr97.png
25,0,29,6110.436618,1241.228447,14,1.0,1.0,0.0,17.0,6.0,11.0,0.0,6110.436618,0.0,0.0,nr55.png,0.0,6110.436618,0.0,0.0,nr91.png,1.0,6110.436618,0.0,0.0,nr11.png,0.0,2561.0,0.042550150873686715,0.07325106150127626,nr89.png,0.0,2337.0,0.02945779675870619,0.04770187450383194,nr107.png,2.0,3589.0,0.037967826933443534,0.09201103781225407,nr39.png,0.0,6110.436618,0.0,0.0,nr8.png,-1.0,6110.436618,0.0,0.0,nr84.png,1.0,6110.436618,0.0,0.0,nr114.png,-1.0,1975.0,0.05302403416567114,0.07834722906639408,nr80.png,0.0,3865.0,0.045495930549557334,0.12380665647450488,nr60.png,1.0,467.0,0.12765045262106015,0.13821365469263078,nr46.png,0.0,0.0,0.09622880274510688,0.09622880274510688,nr12.png,2.0,877.0,0.06218868204615751,0.07261003194211227,nr100.png,3.0,1579.0,0.07609930829332433,0.10261646343080331,nr75.png,1.0,6110.436618,0.0,0.0,nr49.png,1.0,6110.436618,0.0,0.0,nr97.png,1.0,6110.436618,0.0,0.0,nr85.png,2.0,5183.0,0.06087944663465946,0.4011055772223133,nr15.png,0.0,6110.436618,0.0,0.0,nr124.png,0.0,6110.436618,0.0,0.0,nr76.png,1.0,6110.436618,0.0,0.0,nr88.png,1.0,6110.436618,0.0,0.0,nr83.png,-1.0,4677.0,0.06971678566227131,0.2971878872428806,nr72.png,1.0,6110.436618,0.0,0.0,nr31.png
25,0,30,8574.743779,1198.650343,19,1.0,1.0,0.0,31.0,10.0,21.0,0.0,2523.0,0.023557555211703076,0.03337880904689901,nr91.png,1.0,2779.0,0.015160802859016833,0.022430253123168646,nr85.png,1.0,2947.0,0.03125457820166547,0.04762121562819642,nr44.png,0.0,3259.0,0.03102133508075752,0.05004003410601555,nr55.png,0.0,8574.743779,0.0,0.0,nr92.png,-1.0,2301.0,0.022624582728071274,0.030922525183347944,nr19.png,-2.0,8574.743779,0.0,0.0,nr30.png,0.0,8574.743779,0.0,0.0,nr124.png,0.0,3861.0,0.016093775342648636,0.029276092734356485,nr51.png,0.0,3587.0,0.027056202025322346,0.04651401721491676,nr50.png,0.0,8574.743779,0.0,0.0,nr107.png,0.0,5289.0,0.047348353544314103,0.1235641082530069,nr106.png,0.0,0.0,0.10286021632040651,0.10286021632040651,nr42.png,0.0,7225.0,0.021225124002623566,0.13484040662505617,nr76.png,0.0,4047.0,0.024723770816242833,0.04682243747609376,nr74.png,2.0,1891.0,0.0368524131034563,0.047278891957656534,nr100.png,1.0,5411.0,0.04035105991707557,0.10936410283811418,nr2.png,1.0,579.0,0.042916734247063035,0.04602448629813704,nr49.png,-1.0,6681.0,0.027289445146230298,0.12356476234792688,nr52.png,2.0,4299.0,0.0928307621213646,0.18616644054058973,nr111.png,0.0,1619.0,0.02402404145351898,0.029615811988637657,nr69.png,0.0,1359.0,0.02588998642078259,0.030766059161646958,nr79.png,0.0,1101.0,0.037435520905726175,0.042950361892517316,nr109.png,-1.0,785.0,0.06227591328242299,0.06855167707050715,nr72.png,0.0,7459.0,0.03661916998254835,0.28142661954290843,nr41.png
25,0,33,8529.509155,1457.147293,23,1.0,1.0,0.0,24.0,5.0,19.0,0.0,7430.0,0.027199689429256498,0.21100324535269563,nr53.png,-2.0,7166.0,0.026496249185396413,0.16574879543071352,nr30.png,0.0,1052.0,0.03306169146142384,0.03771309324461804,nr42.png,2.0,1230.0,0.06049586097196703,0.07068968461345809,nr15.png,-1.0,814.0,0.0051585617883072666,0.005702799273005334,nr102.png,0.0,1812.0,0.01782048617778874,0.02262743473700558,nr69.png,1.0,1544.0,0.026730729266683108,0.03263899523155088,nr98.png,0.0,6504.0,0.016413605690068576,0.06911842370813674,nr124.png,1.0,8529.509155,0.0,0.0,nr88.png,1.0,8529.509155,0.0,0.0,nr46.png,0.0,2002.0,0.017351526015215352,0.022673273447136207,nr54.png,1.0,2194.0,0.07315778536144851,0.09849247862068633,nr11.png,-2.0,0.0,0.07667498658074892,0.07667498658074892,nr21.png,0.0,8529.509155,0.0,0.0,nr29.png,0.0,8529.509155,0.0,0.0,nr92.png,0.0,8222.0,0.03364789166464058,0.9333055466267346,nr76.png,1.0,8529.509155,0.0,0.0,nr9.png,0.0,8529.509155,0.0,0.0,nr93.png,0.0,5590.0,0.022510087803522618,0.06531702739330301,nr41.png,0.0,5436.0,0.015475685364921799,0.04266998847785857,nr99.png,0.0,4598.0,0.08793003048251022,0.19076643864511109,nr28.png,0.0,4390.0,0.02039976707194237,0.042033969121636115,nr89.png,1.0,3322.0,0.07057850446729487,0.1156022931658197,nr2.png,2.0,3762.0,0.03704785284329764,0.06628199122986268,nr111.png,0.0,5000.0,0.043613295119325074,0.10539709168143524,nr109.png
25,0,38,10105.244197000002,1411.902403,4,1.0,1.0,1.0,30.0,13.0,17.0,1.0,3071.0,0.010489603015379757,0.015069138493259502,nr88.png,0.0,10105.244197000002,0.0,0.0,nr74.png,1.0,3605.0,0.014843777851952485,0.02307605613789527,nr49.png,0.0,10105.244197000002,0.0,0.0,nr121.png,2.0,965.0,0.10925020499037029,0.12078451912284284,nr100.png,0.0,2805.0,0.01207293931958802,0.01671176973095438,nr48.png,0.0,2635.0,0.014052109699848353,0.019008749413710762,nr55.png,0.0,10105.244197000002,0.0,0.0,nr45.png,1.0,499.0,0.08668766265540251,0.0911906861865506,nr96.png,-1.0,2059.0,0.04235424613757109,0.05319251933213479,nr72.png,1.0,10105.244197000002,0.0,0.0,nr85.png,0.0,10105.244197000002,0.0,0.0,nr42.png,0.0,0.0,0.0370104861108682,0.0370104861108682,nr53.png,1.0,10105.244197000002,0.0,0.0,nr31.png,0.0,10105.244197000002,0.0,0.0,nr124.png,0.0,1717.0,0.05185426396282068,0.062468376896729474,nr62.png,-1.0,1563.0,0.01266669043366612,0.014984352712013668,nr3.png,1.0,1321.0,0.05620843879939341,0.06466122608408172,nr44.png,0.0,10105.244197000002,0.0,0.0,nr120.png,0.0,4783.0,0.06650012477674713,0.12626252669480806,nr7.png,1.0,6295.0,0.030281306817983068,0.08030981327677877,nr98.png,-2.0,6087.0,0.03443756461652976,0.08660499037361015,nr56.png,2.0,5843.0,0.04136466094744092,0.09807040157253567,nr39.png,-2.0,5245.0,0.038197988339024394,0.07941987775804753,nr30.png,-1.0,5479.0,0.0979689338228864,0.21399648566800453,nr112.png
25,0,46,4623.012823,1536.356888,14,1.0,1.0,1.0,9.0,0.0,9.0,1.0,4623.012823,0.0,0.0,nr31.png,0.0,4623.012823,0.0,0.0,nr28.png,-1.0,4623.012823,0.0,0.0,nr3.png,2.0,1255.0,0.037637793071723866,0.05166251114359252,nr111.png,-1.0,4623.012823,0.0,0.0,nr84.png,0.0,4623.012823,0.0,0.0,nr53.png,0.0,4623.012823,0.0,0.0,nr79.png,0.0,4623.012823,0.0,0.0,nr109.png,0.0,645.0,0.04239659449458551,0.04927083162396332,nr54.png,0.0,4623.012823,0.0,0.0,nr90.png,0.0,4623.012823,0.0,0.0,nr55.png,0.0,4247.0,0.04931848747329334,0.6063622995112589,nr107.png,1.0,0.0,0.07527558614344773,0.07527558614344773,nr46.png,0.0,1479.0,0.0726798762764323,0.10686979313251993,nr99.png,3.0,2051.0,0.07830391432163242,0.14074579907333534,nr75.png,0.0,4623.012823,0.0,0.0,nr57.png,0.0,4623.012823,0.0,0.0,nr92.png,0.0,4623.012823,0.0,0.0,nr41.png,0.0,4623.012823,0.0,0.0,nr48.png,0.0,2453.0,0.04975110578446258,0.1059901570913436,nr81.png,1.0,3299.0,0.06792107485357066,0.23715782396164906,nr11.png,0.0,2949.0,0.06272965511953978,0.17323642687532748,nr120.png,-1.0,4623.012823,0.0,0.0,nr101.png,0.0,4623.012823,0.0,0.0,nr121.png,1.0,4623.012823,0.0,0.0,nr83.png
