setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,gaze_count,returning_gaze_count,seen_items_count,item_value_0,gaze_onset_0,cumulative_gaze_0,stimulus_0,item_value_1,gaze_onset_1,cumulative_gaze_1,stimulus_1,item_value_2,gaze_onset_2,cumulative_gaze_2,stimulus_2,item_value_3,gaze_onset_3,cumulative_gaze_3,stimulus_3,item_value_4,gaze_onset_4,cumulative_gaze_4,stimulus_4,item_value_5,gaze_onset_5,cumulative_gaze_5,stimulus_5,item_value_6,gaze_onset_6,cumulative_gaze_6,stimulus_6,item_value_7,gaze_onset_7,cumulative_gaze_7,stimulus_7,item_value_8,gaze_onset_8,cumulative_gaze_8,stimulus_8,item_value_9,gaze_onset_9,cumulative_gaze_9,stimulus_9,item_value_10,gaze_onset_10,cumulative_gaze_10,stimulus_10,item_value_11,gaze_onset_11,cumulative_gaze_11,stimulus_11,item_value_12,gaze_onset_12,cumulative_gaze_12,stimulus_12,item_value_13,gaze_onset_13,cumulative_gaze_13,stimulus_13,item_value_14,gaze_onset_14,cumulative_gaze_14,stimulus_14,item_value_15,gaze_onset_15,cumulative_gaze_15,stimulus_15,item_value_16,gaze_onset_16,cumulative_gaze_16,stimulus_16,item_value_17,gaze_onset_17,cumulative_gaze_17,stimulus_17,item_value_18,gaze_onset_18,cumulative_gaze_18,stimulus_18,item_value_19,gaze_onset_19,cumulative_gaze_19,stimulus_19,item_value_20,gaze_onset_20,cumulative_gaze_20,stimulus_20,item_value_21,gaze_onset_21,cumulative_gaze_21,stimulus_21,item_value_22,gaze_onset_22,cumulative_gaze_22,stimulus_22,item_value_23,gaze_onset_23,cumulative_gaze_23,stimulus_23,item_value_24,gaze_onset_24,cumulative_gaze_24,stimulus_24,item_value_25,gaze_onset_25,cumulative_gaze_25,stimulus_25,item_value_26,gaze_onset_26,cumulative_gaze_26,stimulus_26,item_value_27,gaze_onset_27,cumulative_gaze_27,stimulus_27,item_value_28,gaze_onset_28,cumulative_gaze_28,stimulus_28,item_value_29,gaze_onset_29,cumulative_gaze_29,stimulus_29,item_value_30,gaze_onset_30,cumulative_gaze_30,stimulus_30,item_value_31,gaze_onset_31,cumulative_gaze_31,stimulus_31,item_value_32,gaze_onset_32,cumulative_gaze_32,stimulus_32,item_value_33,gaze_onset_33,cumulative_gaze_33,stimulus_33,item_value_34,gaze_onset_34,cumulative_gaze_34,stimulus_34,item_value_35,gaze_onset_35,cumulative_gaze_35,stimulus_35,seen_items_count_new
36,0,4,12514.967747,1091.456983,6,0.0,0.0,0.0,34.0,9.0,25.0,1.0,8785.0,0.014862203703608154,nr87.png,0.0,12514.0,0.0,nr121.png,0.0,12514.0,0.0,nr14.png,1.0,12514.0,0.0,nr49.png,0.0,7659.0,0.04266890740713308,nr62.png,0.0,12514.0,0.0,nr109.png,1.0,9165.0,0.047622975308335806,nr20.png,2.0,12514.0,0.0,nr39.png,1.0,7417.0,0.02860574691339634,nr98.png,-3.0,7157.0,0.017738759259145215,nr94.png,-2.0,5031.0,0.030044024691164867,nr21.png,0.0,8291.0,0.017259333333222368,nr69.png,0.0,11365.0,0.014222969135711031,nr55.png,-1.0,4265.0,0.026847851851679247,nr102.png,0.0,6529.0,0.06695982098722382,nr7.png,1.0,12514.0,0.0,nr11.png,1.0,12514.0,0.0,nr85.png,-2.0,12514.0,0.0,nr30.png,0.0,11581.0,0.015341629629530998,nr106.png,1.0,11809.0,0.015501438271505281,nr83.png,1.0,6321.0,0.027327277777602087,nr27.png,0.0,75.0,0.059368910493445476,nr57.png,0.0,12514.0,0.0,nr113.png,0.0,3447.0,0.03164211111090768,nr60.png,1.0,3883.0,0.01294449999991678,nr88.png,0.0,3663.0,0.01438277777768531,nr76.png,-1.0,1219.0,0.01582105555545384,nr112.png,1.0,12514.0,0.0,nr9.png,0.0,12514.0,0.0,nr8.png,2.0,3295.0,0.010227753086353998,nr10.png,0.0,2285.0,0.015501438271505281,nr91.png,0.0,2029.0,0.017578950617170942,nr1.png,0.0,1811.0,0.01438277777768531,nr92.png,2.0,1611.0,0.012784691357942498,nr100.png,0.0,1469.0,0.028286129629447775,nr99.png,1.0,2817.0,0.01949665432086231,nr46.png,25.0
36,0,10,12771.201795,1406.380524,17,1.0,1.0,0.0,36.0,9.0,27.0,0.0,12771.0,0.0,nr93.png,0.0,5288.0,0.03805436698919532,nr42.png,0.0,4880.0,0.045884483653638806,nr109.png,0.0,12771.0,0.0,nr50.png,1.0,4618.0,0.01691305199519792,nr46.png,1.0,4310.0,0.020828110327419658,nr31.png,1.0,5542.0,0.010648958663643135,nr2.png,0.0,7088.0,0.05136556531874924,nr79.png,2.0,8012.0,0.1104046449686531,nr10.png,1.0,9886.0,0.01299799366297618,nr88.png,0.0,12560.0,0.01284139132968731,nr121.png,1.0,11702.0,0.011901777329954092,nr20.png,-1.0,5910.0,0.024116759326485927,nr125.png,1.0,7348.0,0.011118765663509745,nr27.png,0.0,11320.0,0.00861312833088783,nr57.png,0.0,12771.0,0.0,nr12.png,-1.0,9432.0,0.010648958663643135,nr102.png,2.0,3576.0,0.10288773297078736,nr111.png,0.0,6262.0,0.013781005329420528,nr90.png,-3.0,6832.0,0.016443244995331313,nr94.png,-2.0,428.0,0.01847907532808661,nr30.png,-1.0,76.0,0.03460911565684019,nr112.png,0.0,2726.0,0.014877221662442616,nr69.png,0.0,12771.0,0.0,nr48.png,1.0,6478.0,0.012058379663242963,nr49.png,1.0,12771.0,0.0,nr97.png,-1.0,12771.0,0.0,nr19.png,-1.0,12771.0,0.0,nr84.png,0.0,2562.0,0.010962163330220874,nr107.png,0.0,2962.0,0.028658226991863142,nr51.png,1.0,6652.0,0.010648958663643135,nr98.png,0.0,1542.0,0.00438486533208835,nr53.png,0.0,1792.0,0.01315459599626505,nr113.png,0.0,12771.0,0.0,nr4.png,-2.0,2008.0,0.03648834365630664,nr56.png,0.0,12771.0,0.0,nr8.png,27.0
36,0,12,9633.112796,1294.469524,4,1.0,1.0,0.0,25.0,4.0,21.0,1.0,7633.0,0.04007012148350225,nr49.png,0.0,7841.0,0.03882441822494777,nr93.png,0.0,6721.0,0.03238828472241632,nr113.png,-1.0,9633.0,0.0,nr102.png,2.0,9205.0,0.039239652644465925,nr15.png,0.0,9633.0,0.0,nr92.png,0.0,7343.0,0.011211329326990264,nr45.png,-2.0,7095.0,0.021592189814944214,nr21.png,1.0,6329.0,0.034879691239525265,nr2.png,1.0,9633.0,0.0,nr20.png,0.0,9633.0,0.0,nr50.png,-1.0,8591.0,0.030727347044343687,nr84.png,0.0,9633.0,0.0,nr48.png,0.0,4307.0,0.026159768429643952,nr12.png,-1.0,413.0,0.010380860487953949,nr19.png,0.0,9633.0,0.0,nr62.png,0.0,9633.0,0.0,nr91.png,0.0,9633.0,0.0,nr54.png,0.0,4173.0,0.009550391648917632,nr60.png,1.0,6109.0,0.018062697249039868,nr114.png,-2.0,5875.0,0.020761720975907897,nr56.png,0.0,75.0,0.05190430243976974,nr90.png,1.0,9633.0,0.0,nr87.png,0.0,9633.0,0.0,nr53.png,0.0,3825.0,0.009342774439158551,nr109.png,0.0,9633.0,0.0,nr124.png,2.0,9633.0,0.0,nr100.png,0.0,9633.0,0.0,nr18.png,0.0,5441.0,0.018477931668558028,nr4.png,-3.0,9633.0,0.0,nr94.png,-2.0,3563.0,0.023253127493016845,nr30.png,0.0,1639.0,0.08969063461592211,nr28.png,0.0,945.0,0.04214629358109303,nr107.png,-1.0,1139.0,0.017232228410003554,nr80.png,1.0,2839.0,0.013495118634340131,nr27.png,1.0,9633.0,0.0,nr31.png,21.0
36,0,13,9232.018686,1222.609709,12,1.0,1.0,0.0,23.0,4.0,19.0,2.0,3557.0,0.019064086196759675,nr10.png,0.0,9232.0,0.0,nr74.png,0.0,9232.0,0.0,nr121.png,1.0,9232.0,0.0,nr85.png,2.0,2261.0,0.00714903232378488,nr111.png,0.0,9232.0,0.0,nr51.png,0.0,3357.0,0.0177642621378897,nr90.png,1.0,3105.0,0.02318019571651461,nr98.png,0.0,9232.0,0.0,nr60.png,0.0,9232.0,0.0,nr106.png,0.0,2897.0,0.015597888706439737,nr29.png,0.0,9232.0,0.0,nr113.png,3.0,3783.0,0.05632570921769905,nr75.png,1.0,4127.0,0.020580547598774653,nr97.png,0.0,9232.0,0.0,nr41.png,1.0,4363.0,0.01993063556933966,nr44.png,-1.0,9232.0,0.0,nr112.png,1.0,1311.0,0.03986127113867932,nr96.png,0.0,9232.0,0.0,nr48.png,0.0,9232.0,0.0,nr4.png,-2.0,9232.0,0.0,nr21.png,1.0,77.0,0.05177632501165412,nr27.png,0.0,9232.0,0.0,nr1.png,0.0,869.0,0.06455792825720891,nr76.png,0.0,9232.0,0.0,nr124.png,0.0,5965.0,0.05784217061971403,nr7.png,0.0,6559.0,0.07842271821848867,nr62.png,0.0,8053.0,0.029895953354009495,nr58.png,2.0,5463.0,0.022097009000789626,nr63.png,1.0,9232.0,0.0,nr83.png,-1.0,7139.0,0.034012062873764425,nr3.png,-2.0,9232.0,0.0,nr56.png,0.0,6897.0,0.02166373431449963,nr120.png,-1.0,9232.0,0.0,nr101.png,0.0,8527.0,0.020147272912484655,nr55.png,2.0,8749.0,0.05123473165379163,nr39.png,19.0
36,0,23,15223.674434999999,1248.076822,21,1.0,1.0,1.0,36.0,11.0,25.0,0.0,7799.0,0.011955063856434871,nr99.png,0.0,7495.0,0.01773553429251326,nr89.png,1.0,8195.0,0.017341411308235192,nr11.png,1.0,7233.0,0.01366293012163985,nr46.png,0.0,7039.0,0.010247197591229888,nr60.png,1.0,6869.0,0.008670705654117596,nr49.png,0.0,9419.0,0.014188427434010612,nr93.png,2.0,8681.0,0.02075714383864516,nr63.png,1.0,8497.0,0.009590325950766431,nr83.png,0.0,15223.0,0.0,nr107.png,0.0,9955.0,0.03323770500745079,nr74.png,0.0,6263.0,0.047951629753832166,nr79.png,1.0,9041.0,0.021939512791479373,nr9.png,0.0,15223.0,0.0,nr41.png,1.0,15223.0,0.0,nr95.png,0.0,15223.0,0.0,nr50.png,1.0,15223.0,0.0,nr87.png,0.0,6061.0,0.04965949601903714,nr76.png,-2.0,13551.0,0.008933454310302978,nr56.png,-1.0,13353.0,0.010247197591229888,nr80.png,0.0,15223.0,0.0,nr28.png,2.0,75.0,0.07435786970046303,nr10.png,0.0,11315.0,0.0076197110293760705,nr4.png,-2.0,5665.0,0.017866908620605956,nr21.png,0.0,1789.0,0.009458951622673744,nr54.png,-1.0,15223.0,0.0,nr52.png,0.0,1179.0,0.011823689528342177,nr55.png,0.0,15223.0,0.0,nr106.png,0.0,15223.0,0.0,nr42.png,0.0,4961.0,0.014713924746381375,nr1.png,1.0,2421.0,0.0076197110293760705,nr98.png,1.0,2171.0,0.04282803095821722,nr114.png,1.0,15223.0,0.0,nr27.png,0.0,2665.0,0.05924982196980357,nr62.png,0.0,15223.0,0.0,nr90.png,0.0,4757.0,0.06713228165536503,nr8.png,25.0
36,0,27,9122.315731,1131.0558460000002,7,1.0,1.0,0.0,11.0,0.0,11.0,0.0,9122.0,0.0,nr51.png,0.0,9122.0,0.0,nr91.png,0.0,9122.0,0.0,nr69.png,0.0,9122.0,0.0,nr99.png,0.0,9122.0,0.0,nr92.png,0.0,2968.0,0.0217050150245452,nr12.png,0.0,2212.0,0.014470010016363463,nr109.png,2.0,1422.0,0.01666243577641853,nr111.png,-2.0,9122.0,0.0,nr30.png,1.0,9122.0,0.0,nr27.png,-2.0,2494.0,0.012935311984324916,nr56.png,-1.0,9122.0,0.0,nr101.png,0.0,9122.0,0.0,nr50.png,0.0,9122.0,0.0,nr79.png,1.0,9122.0,0.0,nr114.png,0.0,9122.0,0.0,nr89.png,0.0,9122.0,0.0,nr45.png,0.0,9122.0,0.0,nr106.png,2.0,9122.0,0.0,nr63.png,1.0,9122.0,0.0,nr44.png,0.0,9122.0,0.0,nr62.png,-1.0,234.0,0.012716069408319408,nr125.png,0.0,9122.0,0.0,nr60.png,1.0,5416.0,0.008331217888209267,nr98.png,0.0,9122.0,0.0,nr42.png,0.0,6226.0,0.01622395062440752,nr4.png,0.0,5826.0,0.03244790124881504,nr1.png,0.0,9122.0,0.0,nr18.png,0.0,9122.0,0.0,nr53.png,0.0,5528.0,0.026309109120660843,nr7.png,1.0,9122.0,0.0,nr83.png,2.0,9122.0,0.0,nr10.png,2.0,6462.0,0.02302047048057824,nr100.png,0.0,9122.0,0.0,nr93.png,1.0,9122.0,0.0,nr2.png,0.0,7992.0,0.025651381392644317,nr58.png,11.0
36,0,34,8179.951726,1582.465043,17,1.0,1.0,0.0,16.0,2.0,14.0,1.0,2402.0,0.022249520057864455,nr20.png,-1.0,1622.0,0.018093016310790886,nr80.png,0.0,8179.0,0.0,nr58.png,-3.0,8179.0,0.0,nr94.png,-1.0,1204.0,0.03985353592782315,nr3.png,0.0,8179.0,0.0,nr109.png,0.0,1960.0,0.04694404231988985,nr79.png,-2.0,8179.0,0.0,nr21.png,0.0,8179.0,0.0,nr45.png,1.0,8179.0,0.0,nr96.png,0.0,8179.0,0.0,nr12.png,0.0,3540.0,0.0347190312990852,nr48.png,0.0,8179.0,0.0,nr120.png,0.0,4282.0,0.010758009698308087,nr90.png,0.0,8179.0,0.0,nr69.png,0.0,8179.0,0.0,nr53.png,1.0,514.0,0.018582016751623062,nr44.png,3.0,3258.0,0.03435228096846106,nr75.png,-1.0,8179.0,0.0,nr102.png,1.0,8179.0,0.0,nr85.png,1.0,4554.0,0.013447512122885112,nr31.png,0.0,76.0,0.04816654342197031,nr29.png,0.0,8179.0,0.0,nr91.png,0.0,8179.0,0.0,nr99.png,-1.0,8179.0,0.0,nr19.png,-2.0,6902.0,0.022005019837448358,nr56.png,0.0,8179.0,0.0,nr42.png,1.0,8179.0,0.0,nr114.png,0.0,8179.0,0.0,nr92.png,-1.0,8179.0,0.0,nr52.png,0.0,8179.0,0.0,nr18.png,0.0,6674.0,0.06528155885109682,nr74.png,0.0,8179.0,0.0,nr89.png,-1.0,8179.0,0.0,nr101.png,2.0,5696.0,0.04890004408321859,nr10.png,0.0,7678.0,0.02371652138036101,nr60.png,14.0
36,0,36,9240.559584999999,1331.531523,4,1.0,1.0,0.0,29.0,6.0,23.0,0.0,8245.0,0.01341910074377817,nr113.png,-2.0,911.0,0.06276676154347854,nr21.png,1.0,9240.0,0.0,nr97.png,0.0,2045.0,0.015150597613943096,nr76.png,2.0,2227.0,0.03149159932612458,nr15.png,0.0,2515.0,0.03701074559977528,nr55.png,1.0,3215.0,0.01947933978935541,nr20.png,1.0,1145.0,0.017314968701649253,nr87.png,0.0,687.0,0.01991221400689664,nr107.png,1.0,1835.0,0.018397154245502333,nr98.png,1.0,9240.0,0.0,nr88.png,0.0,9240.0,0.0,nr48.png,0.0,3043.0,0.015150597613943096,nr99.png,0.0,3435.0,0.03116694366296865,nr62.png,1.0,9240.0,0.0,nr9.png,0.0,445.0,0.020777962441979103,nr120.png,0.0,1595.0,0.006925987480659701,nr1.png,2.0,9240.0,0.0,nr63.png,-1.0,9240.0,0.0,nr19.png,0.0,9240.0,0.0,nr14.png,1.0,9240.0,0.0,nr46.png,0.0,4337.0,0.03159981788050989,nr41.png,0.0,3787.0,0.042638110427811286,nr29.png,-1.0,9240.0,0.0,nr52.png,-1.0,9240.0,0.0,nr84.png,1.0,4903.0,0.03246556631559235,nr83.png,0.0,9240.0,0.0,nr53.png,0.0,9240.0,0.0,nr7.png,0.0,5789.0,0.01753140581041987,nr28.png,-1.0,6005.0,0.012120478091154477,nr3.png,0.0,6709.0,0.02813682414018004,nr109.png,0.0,7009.0,0.020345088224437872,nr4.png,1.0,9240.0,0.0,nr95.png,0.0,5325.0,0.021860147985832183,nr12.png,-1.0,5569.0,0.04307098464535252,nr102.png,1.0,6199.0,0.017314968701649253,nr2.png,23.0
36,0,39,7150.245281,1373.5071710000002,3,1.0,1.0,1.0,25.0,7.0,18.0,0.0,6341.0,0.0254536722654284,nr18.png,1.0,6561.0,0.03160730731860889,nr83.png,0.0,997.0,0.059158809715803375,nr48.png,3.0,1141.0,0.09650018606123953,nr75.png,0.0,7150.0,0.0,nr107.png,1.0,7150.0,0.0,nr85.png,1.0,7150.0,0.0,nr98.png,0.0,6133.0,0.023775408160015537,nr42.png,0.0,729.0,0.02741164705507674,nr60.png,1.0,7150.0,0.0,nr27.png,-1.0,7150.0,0.0,nr125.png,1.0,2267.0,0.02629280431813483,nr95.png,2.0,7150.0,0.0,nr15.png,1.0,2909.0,0.013985534211773846,nr97.png,-1.0,457.0,0.057340690268272765,nr80.png,0.0,7150.0,0.0,nr7.png,0.0,7150.0,0.0,nr81.png,0.0,2027.0,0.028530489792018644,nr51.png,1.0,3047.0,0.022656565423073628,nr114.png,0.0,3493.0,0.02936962184472508,nr90.png,1.0,7150.0,0.0,nr88.png,1.0,75.0,0.08335378390217213,nr46.png,0.0,7150.0,0.0,nr14.png,0.0,7150.0,0.0,nr1.png,-1.0,3247.0,0.0290899111604896,nr72.png,1.0,7150.0,0.0,nr31.png,1.0,7150.0,0.0,nr87.png,0.0,5705.0,0.03692181031908296,nr99.png,0.0,5569.0,0.02657251500237031,nr53.png,0.0,7150.0,0.0,nr65.png,0.0,7150.0,0.0,nr121.png,-2.0,7150.0,0.0,nr30.png,0.0,7150.0,0.0,nr57.png,0.0,4555.0,0.054543583425917995,nr8.png,0.0,7150.0,0.0,nr124.png,2.0,5227.0,0.038320363740260335,nr63.png,18.0
36,0,47,5602.598262999999,1296.732105,1,1.0,1.0,0.0,18.0,4.0,14.0,0.0,3926.0,0.034269813930437085,nr99.png,3.0,3500.0,0.06639776449022186,nr75.png,1.0,5602.0,0.0,nr83.png,2.0,5602.0,0.0,nr10.png,1.0,5602.0,0.0,nr9.png,0.0,4200.0,0.041052381270836096,nr79.png,1.0,5602.0,0.0,nr114.png,0.0,5602.0,0.0,nr74.png,0.0,3282.0,0.030700041646016564,nr4.png,1.0,5602.0,0.0,nr49.png,-1.0,674.0,0.06604078726177981,nr80.png,0.0,5602.0,0.0,nr1.png,2.0,5602.0,0.0,nr39.png,-1.0,5602.0,0.0,nr52.png,-1.0,2918.0,0.08995826156739736,nr72.png,0.0,458.0,0.06532683280489571,nr29.png,0.0,5602.0,0.0,nr107.png,0.0,5602.0,0.0,nr69.png,0.0,5602.0,0.0,nr41.png,-1.0,5602.0,0.0,nr84.png,1.0,5598.0,0.000713954456884106,nr27.png,0.0,76.0,0.0949559427655861,nr8.png,0.0,5602.0,0.0,nr113.png,0.0,5602.0,0.0,nr76.png,0.0,2336.0,0.03212795055978477,nr62.png,0.0,5602.0,0.0,nr42.png,0.0,5602.0,0.0,nr65.png,1.0,5602.0,0.0,nr87.png,0.0,5602.0,0.0,nr12.png,1.0,870.0,0.034269813930437085,nr96.png,2.0,1980.0,0.05390356149475002,nr100.png,0.0,5602.0,0.0,nr48.png,0.0,1718.0,0.03783958621485762,nr89.png,-1.0,1294.0,0.02748724659003808,nr102.png,2.0,5602.0,0.0,nr63.png,0.0,5602.0,0.0,nr60.png,14.0
36,0,54,4012.223008,1414.2820760000006,23,1.0,1.0,0.0,14.0,5.0,9.0,0.0,4012.0,0.0,nr55.png,0.0,4012.0,0.0,nr53.png,0.0,4012.0,0.0,nr45.png,1.0,4012.0,0.0,nr44.png,2.0,4012.0,0.0,nr15.png,2.0,4012.0,0.0,nr10.png,1.0,4012.0,0.0,nr85.png,0.0,4012.0,0.0,nr50.png,0.0,4012.0,0.0,nr14.png,1.0,4012.0,0.0,nr114.png,-2.0,4012.0,0.0,nr21.png,1.0,3762.0,0.03339794416532093,nr49.png,1.0,1392.0,0.14306283545443446,nr96.png,1.0,4012.0,0.0,nr9.png,0.0,458.0,0.04286900295847164,nr57.png,-2.0,4012.0,0.0,nr56.png,0.0,4012.0,0.0,nr7.png,0.0,3568.0,0.038881188729776604,nr81.png,0.0,1150.0,0.17945164029127664,nr62.png,0.0,4012.0,0.0,nr58.png,0.0,4012.0,0.0,nr93.png,1.0,74.0,0.08673495947411704,nr95.png,-1.0,4012.0,0.0,nr3.png,3.0,3368.0,0.06181112054477305,nr75.png,0.0,2538.0,0.10168926283172344,nr12.png,0.0,4012.0,0.0,nr65.png,1.0,4012.0,0.0,nr20.png,0.0,4012.0,0.0,nr89.png,-1.0,4012.0,0.0,nr112.png,2.0,4012.0,0.0,nr63.png,0.0,4012.0,0.0,nr28.png,0.0,4012.0,0.0,nr60.png,0.0,4012.0,0.0,nr4.png,-1.0,4012.0,0.0,nr80.png,-1.0,688.0,0.0463583404085798,nr72.png,0.0,4012.0,0.0,nr113.png,9.0
36,0,59,10005.449058,1596.724149,11,1.0,1.0,1.0,32.0,9.0,23.0,1.0,1473.0,0.038578978091080095,nr20.png,0.0,959.0,0.02678540447774473,nr12.png,0.0,6929.0,0.02118845428836524,nr69.png,-2.0,6707.0,0.01799019703729124,nr21.png,1.0,6469.0,0.019789216741020358,nr83.png,-2.0,6241.0,0.01898965242825186,nr56.png,0.0,1139.0,0.07216067922735707,nr62.png,1.0,719.0,0.02058878105378886,nr85.png,1.0,8429.0,0.04117756210757772,nr87.png,0.0,8641.0,0.016191177333562113,nr106.png,0.0,10005.0,0.0,nr124.png,2.0,5981.0,0.08515359930984519,nr15.png,0.0,3001.0,0.018389979193675486,nr113.png,0.0,10005.0,0.0,nr121.png,0.0,3417.0,0.023986929383054984,nr50.png,0.0,1699.0,0.025386166930399856,nr109.png,-1.0,3705.0,0.025186275852207732,nr101.png,0.0,5715.0,0.023187365070286483,nr120.png,0.0,10005.0,0.0,nr7.png,-1.0,10005.0,0.0,nr3.png,0.0,10005.0,0.0,nr91.png,0.0,77.0,0.0409776710293856,nr45.png,-1.0,10005.0,0.0,nr102.png,-1.0,4537.0,0.05197168032995246,nr112.png,0.0,2615.0,0.0321824635889321,nr79.png,0.0,10005.0,0.0,nr54.png,0.0,2303.0,0.009394880675029868,nr89.png,0.0,10005.0,0.0,nr76.png,2.0,535.0,0.012793029004295992,nr63.png,1.0,10005.0,0.0,nr44.png,1.0,10005.0,0.0,nr2.png,0.0,10005.0,0.0,nr48.png,1.0,2015.0,0.025186275852207732,nr98.png,0.0,10005.0,0.0,nr51.png,0.0,10005.0,0.0,nr53.png,-1.0,4245.0,0.050372551704415465,nr72.png,23.0
