setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,item_value_0,fixation_onset_0,gaze_0,gaze_corrected_0,stimulus_0,item_value_1,fixation_onset_1,gaze_1,gaze_corrected_1,stimulus_1,item_value_2,fixation_onset_2,gaze_2,gaze_corrected_2,stimulus_2,item_value_3,fixation_onset_3,gaze_3,gaze_corrected_3,stimulus_3,item_value_4,fixation_onset_4,gaze_4,gaze_corrected_4,stimulus_4,item_value_5,fixation_onset_5,gaze_5,gaze_corrected_5,stimulus_5,item_value_6,fixation_onset_6,gaze_6,gaze_corrected_6,stimulus_6,item_value_7,fixation_onset_7,gaze_7,gaze_corrected_7,stimulus_7,item_value_8,fixation_onset_8,gaze_8,gaze_corrected_8,stimulus_8,item_value_9,fixation_onset_9,gaze_9,gaze_corrected_9,stimulus_9,item_value_10,fixation_onset_10,gaze_10,gaze_corrected_10,stimulus_10,item_value_11,fixation_onset_11,gaze_11,gaze_corrected_11,stimulus_11,item_value_12,fixation_onset_12,gaze_12,gaze_corrected_12,stimulus_12,item_value_13,fixation_onset_13,gaze_13,gaze_corrected_13,stimulus_13,item_value_14,fixation_onset_14,gaze_14,gaze_corrected_14,stimulus_14,item_value_15,fixation_onset_15,gaze_15,gaze_corrected_15,stimulus_15,item_value_16,fixation_onset_16,gaze_16,gaze_corrected_16,stimulus_16,item_value_17,fixation_onset_17,gaze_17,gaze_corrected_17,stimulus_17,item_value_18,fixation_onset_18,gaze_18,gaze_corrected_18,stimulus_18,item_value_19,fixation_onset_19,gaze_19,gaze_corrected_19,stimulus_19,item_value_20,fixation_onset_20,gaze_20,gaze_corrected_20,stimulus_20,item_value_21,fixation_onset_21,gaze_21,gaze_corrected_21,stimulus_21,item_value_22,fixation_onset_22,gaze_22,gaze_corrected_22,stimulus_22,item_value_23,fixation_onset_23,gaze_23,gaze_corrected_23,stimulus_23,item_value_24,fixation_onset_24,gaze_24,gaze_corrected_24,stimulus_24,item_value_25,fixation_onset_25,gaze_25,gaze_corrected_25,stimulus_25,item_value_26,fixation_onset_26,gaze_26,gaze_corrected_26,stimulus_26,item_value_27,fixation_onset_27,gaze_27,gaze_corrected_27,stimulus_27,item_value_28,fixation_onset_28,gaze_28,gaze_corrected_28,stimulus_28,item_value_29,fixation_onset_29,gaze_29,gaze_corrected_29,stimulus_29,item_value_30,fixation_onset_30,gaze_30,gaze_corrected_30,stimulus_30,item_value_31,fixation_onset_31,gaze_31,gaze_corrected_31,stimulus_31,item_value_32,fixation_onset_32,gaze_32,gaze_corrected_32,stimulus_32,item_value_33,fixation_onset_33,gaze_33,gaze_corrected_33,stimulus_33,item_value_34,fixation_onset_34,gaze_34,gaze_corrected_34,stimulus_34,item_value_35,fixation_onset_35,gaze_35,gaze_corrected_35,stimulus_35
36,0,4,12514.967747,1091.456983,6,0.0,0.0,0.0,34.0,9.0,25.0,1.0,8785.0,0.014862203703608154,0.04986638293309617,nr87.png,0.0,12514.967747,0.0,0.0,nr121.png,0.0,12514.967747,0.0,0.0,nr14.png,1.0,12514.967747,0.0,0.0,nr49.png,0.0,7659.0,0.04266890740713308,0.10996778146434422,nr62.png,0.0,12514.967747,0.0,0.0,nr109.png,1.0,9165.0,0.047622975308335806,0.1779121606569903,nr20.png,2.0,12514.967747,0.0,0.0,nr39.png,1.0,7417.0,0.02860574691339634,0.07022406138420004,nr98.png,-3.0,7157.0,0.017738759259145215,0.04143362007438377,nr94.png,-2.0,5031.0,0.03004402469116487,0.05024072961173866,nr21.png,0.0,8291.0,0.01725933333322237,0.05113675409889439,nr69.png,0.0,11365.0,0.01422296913571103,0.1547869498639077,nr55.png,-1.0,4265.0,0.026847851851679247,0.04072743194931668,nr102.png,0.0,6529.0,0.06695982098722383,0.13999407203955988,nr7.png,1.0,12514.967747,0.0,0.0,nr11.png,1.0,12514.967747,0.0,0.0,nr85.png,-2.0,12514.967747,0.0,0.0,nr30.png,0.0,11581.0,0.015341629629530998,0.205574550745166,nr106.png,1.0,11809.0,0.01550143827150528,0.27480008941541606,nr83.png,1.0,6321.0,0.027327277777602087,0.05521501143845074,nr27.png,0.0,0.0,0.059368910493445476,0.059368910493445476,nr57.png,0.0,12514.967747,0.0,0.0,nr113.png,0.0,3447.0,0.03164211111090768,0.04367020384815667,nr60.png,1.0,3883.0,0.01294449999991678,0.018767447324661558,nr88.png,0.0,3663.0,0.01438277777768531,0.020334461799299187,nr76.png,-1.0,1219.0,0.01582105555545384,0.01752837865995015,nr112.png,1.0,12514.967747,0.0,0.0,nr9.png,0.0,12514.967747,0.0,0.0,nr8.png,2.0,3295.0,0.010227753086353998,0.013882911905158099,nr10.png,0.0,2285.0,0.01550143827150528,0.018963891656148344,nr91.png,0.0,2029.0,0.017578950617170935,0.020980419290622103,nr1.png,0.0,1811.0,0.01438277777768531,0.01681619416785412,nr92.png,2.0,1611.0,0.012784691357942498,0.014673557709671386,nr100.png,0.0,1469.0,0.028286129629447775,0.03204789368465644,nr99.png,1.0,2817.0,0.019496654320862308,0.02515991044365761,nr46.png
36,0,10,12771.201794999999,1406.380524,17,1.0,1.0,0.0,36.0,9.0,27.0,0.0,12771.201794999999,0.0,0.0,nr93.png,0.0,5288.0,0.03805436698919532,0.06494546229191993,nr42.png,0.0,4880.0,0.045884483653638806,0.07425991822580176,nr109.png,0.0,12771.201794999999,0.0,0.0,nr50.png,1.0,4618.0,0.01691305199519792,0.026492659623911594,nr46.png,1.0,4310.0,0.02082811032741966,0.0314376144718813,nr31.png,1.0,5542.0,0.010648958663643135,0.018812588700188582,nr2.png,0.0,7088.0,0.05136556531874924,0.11542789147081485,nr79.png,2.0,8012.0,0.1104046449686531,0.29626816864150224,nr10.png,1.0,9886.0,0.01299799366297618,0.05753497044389578,nr88.png,0.0,12560.0,0.01284139132968731,0.7765085519277938,nr121.png,1.0,11702.0,0.011901777329954092,0.1421621257192148,nr20.png,-1.0,5910.0,0.024116759326485923,0.04489009494290789,nr125.png,1.0,7348.0,0.011118765663509745,0.026183794254331268,nr27.png,0.0,11320.0,0.00861312833088783,0.07579924472185488,nr57.png,0.0,12771.201794999999,0.0,0.0,nr12.png,-1.0,9432.0,0.010648958663643135,0.040728296266383635,nr102.png,2.0,3576.0,0.10288773297078735,0.14290061591845687,nr111.png,0.0,6262.0,0.013781005329420528,0.02703864552719709,nr90.png,-3.0,6832.0,0.016443244995331313,0.0353582867274844,nr94.png,-2.0,428.0,0.018479075328086618,0.01911983648323721,nr30.png,-1.0,0.0,0.03460911565684019,0.03460911565684019,nr112.png,0.0,2726.0,0.014877221662442616,0.018914503051055933,nr69.png,0.0,12771.201794999999,0.0,0.0,nr48.png,1.0,6478.0,0.012058379663242962,0.02447085045363622,nr49.png,1.0,12771.201794999999,0.0,0.0,nr97.png,-1.0,12771.201794999999,0.0,0.0,nr19.png,-1.0,12771.201794999999,0.0,0.0,nr84.png,0.0,2562.0,0.010962163330220874,0.013713119087191087,nr107.png,0.0,2962.0,0.028658226991863142,0.037311904439213346,nr51.png,1.0,6652.0,0.010648958663643135,0.02222512094814811,nr98.png,0.0,1542.0,0.00438486533208835,0.004986997386130775,nr53.png,0.0,1792.0,0.01315459599626505,0.015301658821546417,nr113.png,0.0,12771.201794999999,0.0,0.0,nr4.png,-2.0,2008.0,0.03648834365630663,0.04329566692844859,nr56.png,0.0,12771.201794999999,0.0,0.0,nr8.png
36,0,12,9633.112796000001,1294.4695239999999,4,1.0,1.0,0.0,26.0,4.0,22.0,1.0,7633.0,0.040070121483502245,0.192989115799847,nr49.png,0.0,7841.0,0.03882441822494777,0.20869222117869402,nr93.png,0.0,6721.0,0.03238828472241632,0.10713870713680963,nr113.png,-1.0,9633.112796000001,0.0,0.0,nr102.png,2.0,9205.0,0.039239652644465925,0.882944876985174,nr15.png,0.0,9633.112796000001,0.0,0.0,nr92.png,0.0,7343.0,0.011211329326990264,0.0471592491813665,nr45.png,-2.0,7095.0,0.021592189814944214,0.08195065259818339,nr21.png,1.0,6329.0,0.034879691239525265,0.10169144358714559,nr2.png,1.0,9633.0,0.0,0.0,nr20.png,0.0,9633.112796000001,0.0,0.0,nr50.png,-1.0,8591.0,0.030727347044343687,0.284038350873488,nr84.png,0.0,9633.112796000001,0.0,0.0,nr48.png,0.0,4307.0,0.026159768429643952,0.04731405617043187,nr12.png,-1.0,413.0,0.010380860487953949,0.010845854298375113,nr19.png,0.0,9633.112796000001,0.0,0.0,nr62.png,0.0,9633.112796000001,0.0,0.0,nr91.png,0.0,9633.112796000001,0.0,0.0,nr54.png,0.0,4173.0,0.009550391648917633,0.01684946876324567,nr60.png,1.0,6109.0,0.01806269724903987,0.04937412905667959,nr114.png,-2.0,5875.0,0.020761720975907897,0.05321820042572238,nr56.png,0.0,0.0,0.05190430243976974,0.05190430243976974,nr90.png,1.0,9633.112796000001,0.0,0.0,nr87.png,0.0,9633.112796000001,0.0,0.0,nr53.png,0.0,3825.0,0.009342774439158553,0.015495566832307775,nr109.png,0.0,9633.112796000001,0.0,0.0,nr124.png,2.0,9633.112796000001,0.0,0.0,nr100.png,0.0,9633.112796000001,0.0,0.0,nr18.png,0.0,5441.0,0.018477931668558028,0.04246068955249551,nr4.png,-3.0,9633.112796000001,0.0,0.0,nr94.png,-2.0,3563.0,0.023253127493016845,0.03690211492406013,nr30.png,0.0,1639.0,0.08969063461592211,0.1080795357844235,nr28.png,0.0,945.0,0.04214629358109303,0.04673051668791892,nr107.png,-1.0,1139.0,0.017232228410003554,0.01954294744922292,nr80.png,1.0,2839.0,0.013495118634340133,0.01913421279619273,nr27.png,1.0,9633.112796000001,0.0,0.0,nr31.png
36,0,13,9232.018686,1222.609709,12,1.0,1.0,0.0,23.0,4.0,19.0,2.0,3557.0,0.019064086196759675,0.03101311374254742,nr10.png,0.0,9232.018686,0.0,0.0,nr74.png,0.0,9232.018686,0.0,0.0,nr121.png,1.0,9232.018686,0.0,0.0,nr85.png,2.0,2261.0,0.007149032323784879,0.009467769772665906,nr111.png,0.0,9232.018686,0.0,0.0,nr51.png,0.0,3357.0,0.0177642621378897,0.02791480483131182,nr90.png,1.0,3105.0,0.02318019571651461,0.03492726413402031,nr98.png,0.0,9232.018686,0.0,0.0,nr60.png,0.0,9232.018686,0.0,0.0,nr106.png,0.0,2897.0,0.015597888706439736,0.02273079325215427,nr29.png,0.0,9232.018686,0.0,0.0,nr113.png,3.0,3783.0,0.05632570921769905,0.09543002693971676,nr75.png,1.0,4127.0,0.020580547598774653,0.03721827708898616,nr97.png,0.0,9232.018686,0.0,0.0,nr41.png,1.0,4363.0,0.01993063556933966,0.03778995560831578,nr44.png,-1.0,9232.018686,0.0,0.0,nr112.png,1.0,1311.0,0.03986127113867932,0.0464586708588911,nr96.png,0.0,9232.018686,0.0,0.0,nr48.png,0.0,9232.018686,0.0,0.0,nr4.png,-2.0,9232.018686,0.0,0.0,nr21.png,1.0,0.0,0.05177632501165412,0.05177632501165412,nr27.png,0.0,9232.018686,0.0,0.0,nr1.png,0.0,869.0,0.06455792825720891,0.07126613276587865,nr76.png,0.0,9232.018686,0.0,0.0,nr124.png,0.0,5965.0,0.05784217061971402,0.1634517740251456,nr7.png,0.0,6559.0,0.07842271821848867,0.27085482185065435,nr62.png,0.0,8053.0,0.029895953354009495,0.2340929819665302,nr58.png,2.0,5463.0,0.022097009000789626,0.054125494457683894,nr63.png,1.0,9232.018686,0.0,0.0,nr83.png,-1.0,7139.0,0.034012062873764425,0.15002254977478977,nr3.png,-2.0,9232.018686,0.0,0.0,nr56.png,0.0,6897.0,0.02166373431449963,0.0856524194856058,nr120.png,-1.0,9232.018686,0.0,0.0,nr101.png,0.0,8527.0,0.020147272912484658,0.2638227946202268,nr55.png,2.0,8749.0,0.05123473165379163,0.9792581813284146,nr39.png
36,0,23,15223.674434999999,1248.076822,21,1.0,1.0,1.0,36.0,11.0,25.0,0.0,7799.0,0.011955063856434868,0.02451285933051151,nr99.png,0.0,7495.0,0.017735534292513264,0.03493483937908946,nr89.png,1.0,8195.0,0.017341411308235192,0.03756042514722053,nr11.png,1.0,7233.0,0.01366293012163985,0.02603034345748564,nr46.png,0.0,7039.0,0.010247197591229888,0.0190600128617089,nr60.png,1.0,6869.0,0.008670705654117596,0.015799538453229987,nr49.png,0.0,9419.0,0.014188427434010612,0.03721138927234255,nr93.png,2.0,8681.0,0.020757143838645156,0.0482982919506983,nr63.png,1.0,8497.0,0.009590325950766433,0.021704633011572237,nr83.png,0.0,15223.674434999999,0.0,0.0,nr107.png,0.0,9955.0,0.03323770500745079,0.09603933707473426,nr74.png,0.0,6263.0,0.047951629753832166,0.08146708211478504,nr79.png,1.0,9041.0,0.021939512791479373,0.0540219291038895,nr9.png,0.0,15223.674434999999,0.0,0.0,nr41.png,1.0,15223.674434999999,0.0,0.0,nr95.png,0.0,15223.674434999999,0.0,0.0,nr50.png,1.0,15223.674434999999,0.0,0.0,nr87.png,0.0,6061.0,0.049659496019037144,0.08250866112978945,nr76.png,-2.0,13551.0,0.008933454310302978,0.08130691613039455,nr56.png,-1.0,13353.0,0.010247197591229888,0.08339238356031742,nr80.png,0.0,15223.674434999999,0.0,0.0,nr28.png,2.0,0.0,0.07435786970046303,0.07435786970046303,nr10.png,0.0,11315.0,0.00761971102937607,0.029677580450621497,nr4.png,-2.0,5665.0,0.017866908620605956,0.028455828457138996,nr21.png,0.0,1789.0,0.009458951622673743,0.01071853290503649,nr54.png,-1.0,15223.674434999999,0.0,0.0,nr52.png,0.0,1179.0,0.011823689528342177,0.012816245818516904,nr55.png,0.0,15223.674434999999,0.0,0.0,nr106.png,0.0,15223.674434999999,0.0,0.0,nr42.png,0.0,4961.0,0.014713924746381377,0.02182666919999592,nr1.png,1.0,2421.0,0.00761971102937607,0.009060606874676027,nr98.png,1.0,2171.0,0.04282803095821722,0.0499514488963043,nr114.png,1.0,15223.674434999999,0.0,0.0,nr27.png,0.0,2665.0,0.05924982196980358,0.07182286671005658,nr62.png,0.0,15223.674434999999,0.0,0.0,nr90.png,0.0,4757.0,0.06713228165536503,0.09764323963134716,nr8.png
36,0,27,9122.315731,1131.055846,7,1.0,1.0,0.0,11.0,0.0,11.0,0.0,9122.315731,0.0,0.0,nr51.png,0.0,9122.315731,0.0,0.0,nr91.png,0.0,9122.315731,0.0,0.0,nr69.png,0.0,9122.315731,0.0,0.0,nr99.png,0.0,9122.315731,0.0,0.0,nr92.png,0.0,2968.0,0.021705015024545197,0.032172545032529136,nr12.png,0.0,2212.0,0.014470010016363463,0.019101876837239407,nr109.png,2.0,1422.0,0.016662435776418533,0.019739450343325148,nr111.png,-2.0,9122.315731,0.0,0.0,nr30.png,1.0,9122.315731,0.0,0.0,nr27.png,-2.0,2494.0,0.012935311984324915,0.017802410867081248,nr56.png,-1.0,9122.315731,0.0,0.0,nr101.png,0.0,9122.315731,0.0,0.0,nr50.png,0.0,9122.315731,0.0,0.0,nr79.png,1.0,9122.315731,0.0,0.0,nr114.png,0.0,9122.315731,0.0,0.0,nr89.png,0.0,9122.315731,0.0,0.0,nr45.png,0.0,9122.315731,0.0,0.0,nr106.png,2.0,9122.315731,0.0,0.0,nr63.png,1.0,9122.315731,0.0,0.0,nr44.png,0.0,9122.315731,0.0,0.0,nr62.png,-1.0,0.0,0.012716069408319408,0.012716069408319408,nr125.png,0.0,9122.315731,0.0,0.0,nr60.png,1.0,5416.0,0.008331217888209267,0.020505538522886297,nr98.png,0.0,9122.315731,0.0,0.0,nr42.png,0.0,6226.0,0.01622395062440752,0.05109940135873949,nr4.png,0.0,5826.0,0.03244790124881504,0.08979722337162245,nr1.png,0.0,9122.315731,0.0,0.0,nr18.png,0.0,9122.315731,0.0,0.0,nr53.png,0.0,5528.0,0.026309109120660843,0.06677209737866513,nr7.png,1.0,9122.315731,0.0,0.0,nr83.png,2.0,9122.315731,0.0,0.0,nr10.png,2.0,6462.0,0.023020470480578238,0.07893799880702955,nr100.png,0.0,9122.315731,0.0,0.0,nr93.png,1.0,9122.315731,0.0,0.0,nr2.png,0.0,7992.0,0.02565138139264432,0.20702180247724064,nr58.png
36,0,34,8179.951726,1582.465043,17,1.0,1.0,0.0,16.0,2.0,14.0,1.0,2402.0,0.022249520057864458,0.03149905167622371,nr20.png,-1.0,1622.0,0.01809301631079088,0.022568022178820167,nr80.png,0.0,8179.951726,0.0,0.0,nr58.png,-3.0,8179.951726,0.0,0.0,nr94.png,-1.0,1204.0,0.03985353592782315,0.046731974761948056,nr3.png,0.0,8179.951726,0.0,0.0,nr109.png,0.0,1960.0,0.04694404231988985,0.061736813550311465,nr79.png,-2.0,8179.951726,0.0,0.0,nr21.png,0.0,8179.951726,0.0,0.0,nr45.png,1.0,8179.951726,0.0,0.0,nr96.png,0.0,8179.951726,0.0,0.0,nr12.png,0.0,3540.0,0.0347190312990852,0.061207533347513964,nr48.png,0.0,8179.951726,0.0,0.0,nr120.png,0.0,4282.0,0.010758009698308089,0.022575959423259413,nr90.png,0.0,8179.951726,0.0,0.0,nr69.png,0.0,8179.951726,0.0,0.0,nr53.png,1.0,514.0,0.018582016751623066,0.019827935973621338,nr44.png,3.0,3258.0,0.03435228096846106,0.0570911735106278,nr75.png,-1.0,8179.951726,0.0,0.0,nr102.png,1.0,8179.951726,0.0,0.0,nr85.png,1.0,4554.0,0.013447512122885112,0.030336862791427024,nr31.png,0.0,0.0,0.04816654342197031,0.04816654342197031,nr29.png,0.0,8179.951726,0.0,0.0,nr91.png,0.0,8179.951726,0.0,0.0,nr99.png,-1.0,8179.951726,0.0,0.0,nr19.png,-2.0,6902.0,0.022005019837448365,0.1408503907760284,nr56.png,0.0,8179.951726,0.0,0.0,nr42.png,1.0,8179.951726,0.0,0.0,nr114.png,0.0,8179.951726,0.0,0.0,nr92.png,-1.0,8179.951726,0.0,0.0,nr52.png,0.0,8179.951726,0.0,0.0,nr18.png,0.0,6674.0,0.06528155885109682,0.3545930395912305,nr74.png,0.0,8179.951726,0.0,0.0,nr89.png,-1.0,8179.951726,0.0,0.0,nr101.png,2.0,5696.0,0.04890004408321859,0.16103372533899235,nr10.png,0.0,7678.0,0.023716521380361014,0.3864913495685438,nr60.png
36,0,36,9240.559584999999,1331.531523,4,1.0,1.0,0.0,29.0,6.0,23.0,0.0,8245.0,0.01341910074377817,0.12455306730837222,nr113.png,-2.0,911.0,0.06276676154347854,0.06963153262562322,nr21.png,1.0,9240.559584999999,0.0,0.0,nr97.png,0.0,2045.0,0.015150597613943098,0.01945644370617772,nr76.png,2.0,2227.0,0.03149159932612458,0.04149105692669467,nr15.png,0.0,2515.0,0.03701074559977528,0.05085078731036178,nr55.png,1.0,3215.0,0.01947933978935541,0.029872744176008346,nr20.png,1.0,1145.0,0.017314968701649253,0.01976392098903933,nr87.png,0.0,687.0,0.01991221400689664,0.021511512040282354,nr107.png,1.0,1835.0,0.018397154245502333,0.022955726444269776,nr98.png,1.0,9240.559584999999,0.0,0.0,nr88.png,0.0,9240.559584999999,0.0,0.0,nr48.png,0.0,3043.0,0.015150597613943098,0.022589536749084763,nr99.png,0.0,3435.0,0.031166943662968658,0.04960762107138033,nr62.png,1.0,9240.559584999999,0.0,0.0,nr9.png,0.0,0.0,0.020777962441979103,0.020777962441979103,nr120.png,0.0,1595.0,0.006925987480659701,0.008370871914406774,nr1.png,2.0,9240.559584999999,0.0,0.0,nr63.png,-1.0,9240.559584999999,0.0,0.0,nr19.png,0.0,9240.559584999999,0.0,0.0,nr14.png,1.0,9240.559584999999,0.0,0.0,nr46.png,0.0,4337.0,0.03159981788050989,0.05954857791332417,nr41.png,0.0,3787.0,0.042638110427811286,0.07224639134478258,nr29.png,-1.0,9240.559584999999,0.0,0.0,nr52.png,-1.0,9240.559584999999,0.0,0.0,nr84.png,1.0,4903.0,0.03246556631559235,0.06916331502106618,nr83.png,0.0,9240.559584999999,0.0,0.0,nr53.png,0.0,9240.559584999999,0.0,0.0,nr7.png,0.0,5789.0,0.01753140581041987,0.046935304464691734,nr28.png,-1.0,6005.0,0.012120478091154477,0.034615341506684084,nr3.png,0.0,6709.0,0.028136824140180035,0.10270348821357096,nr109.png,0.0,7009.0,0.020345088224437872,0.08424601398218999,nr4.png,1.0,9240.559584999999,0.0,0.0,nr95.png,0.0,5325.0,0.021860147985832183,0.051589050202130955,nr12.png,-1.0,5569.0,0.04307098464535252,0.10840080101818642,nr102.png,1.0,6199.0,0.017314968701649253,0.052604591667074,nr2.png
36,0,39,7150.245281,1373.507171,3,1.0,1.0,1.0,25.0,7.0,18.0,0.0,6341.0,0.025453672265428398,0.22490090986394012,nr18.png,1.0,6561.0,0.03160730731860889,0.3835414678526714,nr83.png,0.0,997.0,0.05915880971580337,0.06874421231120754,nr48.png,3.0,1141.0,0.09650018606123953,0.11482307140659383,nr75.png,0.0,7150.245281,0.0,0.0,nr107.png,1.0,7150.245281,0.0,0.0,nr85.png,1.0,7150.245281,0.0,0.0,nr98.png,0.0,6133.0,0.023775408160015537,0.16711800307678196,nr42.png,0.0,729.0,0.027411647055076736,0.030523674368887574,nr60.png,1.0,7150.245281,0.0,0.0,nr27.png,-1.0,7150.245281,0.0,0.0,nr125.png,1.0,2267.0,0.02629280431813483,0.03849898769809511,nr95.png,2.0,7150.245281,0.0,0.0,nr15.png,1.0,2909.0,0.013985534211773846,0.0235779808463287,nr97.png,-1.0,457.0,0.057340690268272765,0.061255785913577665,nr80.png,0.0,7150.245281,0.0,0.0,nr7.png,0.0,7150.245281,0.0,0.0,nr81.png,0.0,2027.0,0.028530489792018644,0.03981851127771526,nr51.png,1.0,3047.0,0.022656565423073628,0.039480944692762567,nr114.png,0.0,3493.0,0.029369621844725077,0.05742026685795045,nr90.png,1.0,7150.245281,0.0,0.0,nr88.png,1.0,0.0,0.08335378390217212,0.08335378390217212,nr46.png,0.0,7150.245281,0.0,0.0,nr14.png,0.0,7150.245281,0.0,0.0,nr1.png,-1.0,3247.0,0.0290899111604896,0.05328899032107738,nr72.png,1.0,7150.245281,0.0,0.0,nr31.png,1.0,7150.245281,0.0,0.0,nr87.png,0.0,5705.0,0.036921810319082954,0.18266795503205654,nr99.png,0.0,5569.0,0.026572515002370307,0.12015846136144133,nr53.png,0.0,7150.245281,0.0,0.0,nr65.png,0.0,7150.245281,0.0,0.0,nr121.png,-2.0,7150.245281,0.0,0.0,nr30.png,0.0,7150.245281,0.0,0.0,nr57.png,0.0,4555.0,0.054543583425917995,0.15027481327303488,nr8.png,0.0,7150.245281,0.0,0.0,nr124.png,2.0,5227.0,0.038320363740260335,0.14246752752073955,nr63.png
36,0,47,5602.598262999999,1296.732105,1,1.0,1.0,0.0,18.0,4.0,14.0,0.0,3926.0,0.03426981393043709,0.11451759448709396,nr99.png,3.0,3500.0,0.06639776449022186,0.17692395477832665,nr75.png,1.0,5602.598262999999,0.0,0.0,nr83.png,2.0,5602.598262999999,0.0,0.0,nr10.png,1.0,5602.598262999999,0.0,0.0,nr9.png,0.0,4200.0,0.041052381270836096,0.16398138088953285,nr79.png,1.0,5602.598262999999,0.0,0.0,nr114.png,0.0,5602.598262999999,0.0,0.0,nr74.png,0.0,3282.0,0.030700041646016557,0.07411881786795946,nr4.png,1.0,5602.598262999999,0.0,0.0,nr49.png,-1.0,674.0,0.06604078726177981,0.07507205502580036,nr80.png,0.0,5602.598262999999,0.0,0.0,nr1.png,2.0,5602.598262999999,0.0,0.0,nr39.png,-1.0,5602.598262999999,0.0,0.0,nr52.png,-1.0,2918.0,0.08995826156739736,0.18773758701489565,nr72.png,0.0,458.0,0.06532683280489571,0.071142581264756,nr29.png,0.0,5602.598262999999,0.0,0.0,nr107.png,0.0,5602.598262999999,0.0,0.0,nr69.png,0.0,5602.598262999999,0.0,0.0,nr41.png,-1.0,5602.598262999999,0.0,0.0,nr84.png,1.0,5598.0,0.000713954456884106,0.8698936968157133,nr27.png,0.0,0.0,0.0949559427655861,0.0949559427655861,nr8.png,0.0,5602.598262999999,0.0,0.0,nr113.png,0.0,5602.598262999999,0.0,0.0,nr76.png,0.0,2336.0,0.03212795055978477,0.05510319467160019,nr62.png,0.0,5602.598262999999,0.0,0.0,nr42.png,0.0,5602.598262999999,0.0,0.0,nr65.png,1.0,5602.598262999999,0.0,0.0,nr87.png,0.0,5602.598262999999,0.0,0.0,nr12.png,1.0,870.0,0.03426981393043709,0.0405696806130954,nr96.png,2.0,1980.0,0.05390356149475001,0.08336557853641308,nr100.png,0.0,5602.598262999999,0.0,0.0,nr48.png,0.0,1718.0,0.03783958621485762,0.05457449796527391,nr89.png,-1.0,1294.0,0.02748724659003808,0.035742482960751276,nr102.png,2.0,5602.598262999999,0.0,0.0,nr63.png,0.0,5602.598262999999,0.0,0.0,nr60.png
