,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,0,16,6,10,318,77,nr91.png,1,0,0.0,0.0,1.0,0,1,0
1,0,16,6,5,134,437,nr120.png,2,0,0.0,0.0,0.0,0,1,0
2,0,16,6,6,264,617,nr99.png,3,0,0.0,0.0,0.0,0,1,0
3,0,16,6,7,200,925,nr12.png,4,0,0.0,0.0,0.0,0,1,0
4,0,16,6,3,304,1165,nr21.png,5,0,0.0,0.0,0.0,-2,1,0
5,0,16,6,2,120,1513,nr48.png,6,0,0.0,0.0,0.0,0,1,0
6,0,16,6,11,94,1873,nr81.png,7,0,0.0,0.0,0.0,0,1,0
7,0,16,6,2,290,2017,nr48.png,8,1,1.0,0.0,0.0,0,1,0
8,0,16,6,8,454,2397,nr95.png,9,0,0.0,0.0,0.0,1,1,0
9,0,16,6,4,254,2909,nr41.png,10,0,0.0,0.0,0.0,0,1,0
10,0,16,6,0,254,3203,nr27.png,11,0,0.0,0.0,0.0,1,1,0
11,0,16,6,1,504,3501,nr15.png,12,0,0.0,0.0,0.0,2,1,0
12,0,16,6,13,166,4213,nr60.png,13,0,0.0,1.0,0.0,0,1,0
13,0,16,8,10,280,75,nr27.png,1,0,0.0,0.0,1.0,1,4,0
14,0,16,8,6,78,551,nr80.png,2,0,0.0,0.0,0.0,-1,4,0
15,0,16,8,9,544,845,nr20.png,3,0,0.0,0.0,0.0,1,4,0
16,0,16,8,3,126,2271,nr87.png,4,0,0.0,0.0,0.0,1,4,0
17,0,16,8,2,156,2507,nr109.png,5,0,0.0,0.0,0.0,0,4,0
18,0,16,8,1,292,2707,nr72.png,6,0,0.0,0.0,0.0,-1,4,0
19,0,16,8,0,166,3055,nr63.png,7,0,0.0,0.0,0.0,2,4,0
20,0,16,8,4,316,3341,nr15.png,8,0,0.0,0.0,0.0,2,4,0
21,0,16,8,8,92,3883,nr102.png,9,0,0.0,0.0,0.0,-1,4,0
22,0,16,8,9,142,4159,nr20.png,10,1,1.0,0.0,0.0,1,4,0
23,0,16,8,15,308,4373,nr88.png,11,0,0.0,0.0,0.0,1,4,0
24,0,16,8,14,144,4753,nr41.png,12,0,0.0,0.0,0.0,0,4,0
25,0,16,8,13,462,4957,nr114.png,13,0,0.0,1.0,0.0,1,4,0
